"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"HUNTINGTON DISEASE_BONE PAGET DISEASE","HUNTINGTON DISEASE","BONE PAGET DISEASE",2018,0,2.48254556281011e-06,2.44708062619853e-05,"FGF2/IL6/NFE2L2/SQSTM1/TARDBP/UBIQUITIN/VCP",7,10.6180297320543,12.9062260875963,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",12.9062260875963
"HUNTINGTON DISEASE_BIPOLAR AFFECTIVE PSYCHOSIS","HUNTINGTON DISEASE","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,6.81121144582751e-06,5.87466987202623e-05,"APOE/BDNF/COMT/DRD2/GRN/GSK-3/GSK3B/HDAC/IL6/MAOA/NTF3/NTRK2/PDE10A/SLC1A2/SST/SUPEROXIDE DISMUTASE/TNF/XBP1",18,9.74227559851437,11.8969405614318,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",11.8969405614318
"HUNTINGTON DISEASE_HERPES ZOSTER","HUNTINGTON DISEASE","HERPES ZOSTER",2018,0,0.000417638320161246,0.00205836029222328,"APOE/GFAP/GPI/IL6/MAPK8/NGF/RAB11A/TNF",8,6.18584558778556,7.78089476276756,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",7.78089476276756
"HUNTINGTON DISEASE_HELICOBACTER PYLORI INFECTION","HUNTINGTON DISEASE","HELICOBACTER PYLORI INFECTION",2018,0,0.00046775814166846,0.00215168745167492,"AKT1/CASP3/CTNNB1/HSPA4/IL6/MAPK1/NF-KB/NFKB1/PPARG/TNF/TP53",11,6.14150288344094,7.66755918693599,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",7.66755918693599
"MALARIA_SARCOIDOSIS","MALARIA","SARCOIDOSIS",2018,0,8.4138023843808e-38,2.94483083453328e-36,"ADA/AKT1/ALB/CCL2/CCL5/CCR5/CD274/CHI3L1/CRP/CSF2/CTLA4/CXCL10/EDN1/EPO/FCGR2A/FCGR3B/FOXP3/HGF/HIF1A/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGHE/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL27/IL2RA/IL4/IL6/IL8/LYZ/MMP9/MTOR/NF-KB/PDCD1/PPARG/RBM45/TBX21/TF/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF1B/TNFSF13B/TP53/VEGFA",60,81.8130119739165,85.368360035406,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",85.368360035406
"MALARIA_ARTHRITIS","MALARIA","ARTHRITIS",2018,0,3.85534514163607e-37,8.99580533048416e-36,"ADA/ADAM17/AKT1/ALB/ANGPT1/ANGPT2/APOE/BSG/C3/C5AR1/CASP1/CAT/CCL2/CCL5/CCR1/CCR5/CD274/CD40/CD40LG/CD55/CFP/CHI3L1/CR1/CRP/CSF2/CSF3/CTLA4/CX3CL1/CXCL10/CYP27A1/EDN1/EPO/F3/FASLG/FCGR1A/FCGR2A/FCGR2B/FLT1/FLT3LG/FOXO3/FOXP3/GAPDH/GPI/HIF1A/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HSP90B2P/HSPA4/ICAM1/ICOS/IFNA1/IFNB1/IFNG/IGF1/IGHG1/IGHM/IL1/IL10/IL12/IL13/IL15/IL17A/IL17C/IL17D/IL18/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL4/IL6/IL8/ITGAM/ITGAX/KDR/KIAA0101/LEP/LGALS3/LGALS9/LYZ/MIF/MIP/MMP9/MS4A1/NFE2L2/NF-KB/NLRP3/NOS2/PDCD1/PLAUR/PPARG/PRL/PYCARD/RBM45/SELP/SERPINA1/SERPINA4/STAT3/SUPEROXIDE DISMUTASE/SYK/TBX21/TEK/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TNFRSF11B/TNFRSF1A/TNFRSF1B/TNFSF13B/TP53/TRPV1/TXN/VEGFA",122,80.6963049534865,83.8461879068678,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",83.8461879068678
"MALARIA_SYSTEMIC LUPUS ERYTHEMATOSUS","MALARIA","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,3.90314061629936e-34,6.83049607852389e-33,"ADA/ADAMTS13/AICDA/ALB/APOA1/BDNF/C3/C5AR1/CAT/CCL2/CCR5/CD1C/CD274/CD40/CD40LG/CFH/CFP/CHI3L1/CR1/CR2/CRP/CSF3/CTLA4/CXCL10/CXCL12/EGF/EPO/F3/FASLG/FCGR1A/FCGR2A/FCGR2B/FCGR3B/FCN2/FOXP3/GPI/HAVCR2/HGF/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HSP90AA1/HSPA4/ICAM1/ICOS/IFNA1/IFNG/IGF1/IGHE/IGHG1/IGHM/IL1/IL10/IL12/IL12B/IL13/IL15/IL17A/IL18/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL4/IL6/IL8/IRF1/ITGAM/LEP/LGALS3/MBL2/MIF/MMP9/MS4A1/MTOR/NF-KB/NLRP3/PDCD1/PPARG/PRL/PROC/RBM45/SERPINA1/STAT3/SUPEROXIDE DISMUTASE/SYK/TBX21/TF/TFPI/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF11B/TNFRSF13C/TNFRSF1A/TNFRSF1B/TNFSF13B/TP53/VEGFA/VWF",105,74.0639107655709,76.9261116465003,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",76.9261116465003
"MALARIA_BEHCET SYNDROME","MALARIA","BEHCET SYNDROME",2018,0,2.34502083655208e-32,3.28302917117291e-31,"ADA/CAT/CCL2/CRP/CXCL10/EDN1/EGF/FCGR1A/HLA-A/HLA-B/HLA-DRB4/HLA-E/HMGB1/HMOX1/HSP90B2P/ICAM1/IFNA1/IFNG/IL1/IL10/IL12/IL12B/IL15/IL17A/IL17D/IL18/IL1B/IL2/IL2RA/IL33/IL4/IL6/IL8/ITGAM/LEP/MBL2/MIF/PRL/PROC/SUPEROXIDE DISMUTASE/TBX21/TFPI/TGFB1/TLR2/TLR4/TNF/TNFSF13B/VEGFA/VWF",49,70.1913713588122,72.8304286884274,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",72.8304286884274
"MALARIA_HUMAN FLU","MALARIA","HUMAN FLU",2018,0,1.26172342998889e-29,1.47201066832037e-28,"ACE2/AD5/AICDA/AKT1/ALB/ANC/ATP6AP2/C3/C5AR1/CASP1/CAT/CCL2/CCL5/CCR5/CD274/CD36/CD40/CD40LG/CD81/CMD1B/CR1/CR2/CRP/CSF2/CSF3/CXCL10/EGF/F3/FASLG/FLT1/FOXP3/GLA/GPI/GZMB/HAVCR2/HGF/HLA-A/HLA-E/HMGB1/HMOX1/HP/HSP90AA1/HSPA4/HSPB3/ICAM1/ICOS/IFNA1/IFNAR1/IFNB1/IFNG/IGHE/IGHG1/IGHM/IL1/IL10/IL12/IL13/IL15/IL17A/IL18/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL4/IL6/IL8/ITGAM/ITGAX/KAP/MAP2K1/MBL2/MIP/MMP9/NFE2L2/NF-KB/NLRP3/NOS2/NT5C2/PDCD1/PDIK1L/PDR/PPARG/PROC/PYCARD/STAT3/SUPEROXIDE DISMUTASE/TBX21/TEK/TGFB1/TH1L/TLR2/TLR3/TLR4/TLR9/TNF/TP53/TXN",100,64.0857533360526,66.5424891088739,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",66.5424891088739
"MALARIA_PSORIASIS","MALARIA","PSORIASIS",2018,0,1.69989087863016e-28,1.69989087863016e-27,"ADA/ADAM17/AKT1/ALB/APOE/BDNF/BSG/CCL2/CCL5/CCR1/CCR5/CD163/CD274/CD40LG/CHI3L1/CRP/CSF2/CXCL10/DUT/EDN1/EGF/ETV3/FASLG/FOSL1/FOXP3/G6PD/HAMP/HIF1A/HLA-B/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HPGDS/HSPB3/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IGHE/IL1/IL10/IL12/IL12B/IL13/IL15/IL17A/IL17C/IL18/IL1B/IL2/IL22/IL27/IL2RA/IL33/IL4/IL6/IL8/KDR/KIR3DL1/LEP/MASP2/MIF/MMP9/MTOR/NFE2L2/NF-KB/NOS2/NT5C2/ODC1/PDCD1/PPARG/PRL/SELP/STAT3/SUPEROXIDE DISMUTASE/TEK/TGFB1/TLR2/TLR3/TLR4/TLR9/TNF/TNFRSF1A/TP53/TRPV1/VEGFA",91,61.6392334508784,63.9418185438724,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",63.9418185438724
"MALARIA_CLASSICAL DENGUE FEVERS","MALARIA","CLASSICAL DENGUE FEVERS",2018,0,1.32562943750948e-27,1.1599257578208e-26,"ADA/AKT1/ALB/ANGPT2/APCDD1/APOA1/CASP1/CAT/CCL5/CCR1/CD40LG/CRP/CSF2/CXCL10/DNAJC5/EIF5A/F3/FASN/FCGR1A/FCGR2A/FCGR2B/FCGR3B/GZMB/HBM/HLA-A/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HSP90AA1/HSPA4/HSPB3/IFNA1/IFNB1/IFNG/IGHG1/IGHM/IL10/IL12/IL17A/IL18/IL1B/IL2/IL4/IL6/IL8/ITGAM/KAP/LGALS9/MBL2/MIF/NFE2L2/NF-KB/NLRP3/NOS2/PPP1R42/PYCARD/RBM45/SCARB1/SMARCB1/STAT3/TLR2/TLR3/TLR4/TLR6/TMEM173/TNF/TNFSF13B/TP53/VEGFA/VWF",72,59.7188564166537,61.8879101170233,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",61.8879101170233
"MALARIA_HEPATITIS B","MALARIA","HEPATITIS B",2018,0,3.60429693522792e-24,2.80334206073282e-23,"ADA/AICDA/AKT1/ALB/ANPEP/APOA1/APOE/ATP6AP2/CCL2/CCL5/CCR5/CD163/CD274/CD36/CD81/CFH/CRP/CSF2/CTLA4/CXCL10/DNAJC5/EGF/ENOSF1/EPO/F3/FASLG/FOXP3/GAPDH/HAMP/HAP1/HAVCR2/HBE1/HGF/HLA-C/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HSP90AA1/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGHE/IGHM/IL1/IL10/IL12/IL12B/IL15/IL17A/IL17D/IL18/IL1B/IL2/IL22/IL2RA/IL33/IL4/IL6/IL8/INS/KIR3DL1/LAG3/LGALS9/MBL2/MIF/MMP9/MS4A1/MTOR/NF-KB/NOS2/NPCDR1/NPPC/PDCD1/PPARG/PYCARD/SERPINA1/STAT3/SUPEROXIDE DISMUTASE/TBX21/TF/TGFB1/TLR2/TLR3/TLR4/TLR9/TMEM173/TNF/TP53/VEGFA",94,51.928644840329,53.9799155050421,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",53.9799155050421
"MALARIA_LEISHMANIASES","MALARIA","LEISHMANIASES",2018,0,3.49422924073838e-23,2.44596046851686e-22,"CD40/CD40LG/CSF2/CTLA4/CXCL12/F3/FASLG/FOXP3/GLA/HIF1A/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL13/IL17A/IL18/IL1B/IL2/IL2RA/IL4/IL6/LMLN/MIF/NF-KB/NOS2/PDCD1/TLR2/TLR3/TNF",32,49.7624341704203,51.7083443194756,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",51.7083443194756
"MALARIA_AMERICAN TRYPANOSOMIASIS","MALARIA","AMERICAN TRYPANOSOMIASIS",2018,0,1.61429209344952e-21,8.69234204165125e-21,"C5AR1/CCL2/CD40/GPI/HP/IFNG/IGHE/IL10/IL17A/IL18/IL2/IL2RA/IL4/IL6/KAP/LGALS3/MASP2/MBL2/MIF/MMP9/MT-CYB/NLRP3/NPPC/PRL/TGFB1/TLR2/TNF/TNFRSF1A/TNFSF13B",29,46.1918445399376,47.8753904245254,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",47.8753904245254
"MALARIA_DEMENTIA","MALARIA","DEMENTIA",2018,0,2.66187697133702e-09,5.17587188871087e-09,"ACHE/AKR1B1/ALB/ALDH7A1/ANGIOTENSIN II/APOA1/APOE/BDNF/CCL2/CCR5/CD2AP/CD40LG/CHI3L1/CR1/CRP/CXCL10/DYM/EPO/HGF/HP/IGF1/IL10/IL15/IL1B/IL6/IL8/LEP/MMP9/NF-KB/PPARG/PRL/SUPEROXIDE DISMUTASE/TF/TNF/TP53/TYMS/VEGFA",37,19.079258031076,19.7442343346692,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",19.7442343346692
"MALARIA_DEPRESSION","MALARIA","DEPRESSION",2018,0,9.45499564275004e-09,1.7887829594392e-08,"ACHE/AKT1/ALB/ANGIOTENSIN II/APOE/BDNF/CASP1/CCL2/CD2AP/CD47/CFP/CRP/CSF3/CX3CL1/DYM/EDN1/EPO/GPI/HGF/HMGB1/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IL1/IL10/IL12/IL17A/IL18/IL1B/IL2/IL2RA/IL6/IL8/KDR/KIAA0101/LEP/MIF/MTOR/NFE2L2/NF-KB/NLRP3/NOS2/NTS/PGD/PPARG/PRB1/PRKG1/PRL/PYCARD/SELP/SLC25A3/STAT3/TBX21/TGFB1/TLR3/TLR4/TNF/TRIT1/TRPV1/TYMS/VEGFA",64,17.8391452662718,18.4767225956769,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",18.4767225956769
"MALARIA_PARKINSON'S DISEASE","MALARIA","PARKINSON'S DISEASE",2018,0,3.18785157463757e-07,5.44267342011292e-07,"ACHE/AGTR1/AKT1/ALB/APOE/BDNF/CASP1/CAT/CCL2/CCL5/CD163/CRP/CSF2/CSF3/CX3CL1/CXCL10/EGF/EPO/FASLG/GAPDH/GLA/GPI/HGF/HMGB1/HMOX1/HP/HPGDS/HSPA4/IDH1/IFNG/IGF1/IL1/IL10/IL1B/IL6/INS/LEP/LYZ/MIF/MMP9/MTOR/NFE2L2/NF-KB/NOS2/NTS/PPARG/PRL/SMN1/SPR/STH/SUPEROXIDE DISMUTASE/TF/TGFB1/TLR2/TLR4/TNF/TP53/TRIT1/TYMS/VEGFA",60,14.4238252732856,14.9587484486306,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",14.9587484486306
"MALARIA_AUTISM","MALARIA","AUTISM",2018,0,0.000785468682095201,0.000916380129111068,"ACHE/ADA/AKT1/APOE/BDNF/CAT/CCL2/CFP/CRP/DIABLO/EGF/FASN/GSR/HGF/HLA-B/HLA-DRB1/HLA-DRB4/HMGB1/IFNG/IGF1/IL12/IL13/IL17A/IL18/IL6/IL8/INS/LEP/MMP9/MTOR/NF-KB/NTS/PRB1/PRL/PYCARD/RBM45/SUPEROXIDE DISMUTASE/TF/TGFB1/TNF/TP53/TXN",42,6.99507929126138,7.14922997108863,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",7.14922997108863
"MALARIA_HUNTINGTON DISEASE","MALARIA","HUNTINGTON DISEASE",2018,0,0.000854772968941731,0.000980887013539692,"ACHE/AKT1/APOE/BDNF/CASP1/FASLG/FOXO3/GAPDH/GPI/HAP1/HP/HSPA4/IGF1/IL6/MTOR/NFE2L2/NF-KB/PPARG/PRL/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/TYMS",24,6.92705327981319,7.06467465768923,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",7.06467465768923
"PARKINSON'S DISEASE_HUNTINGTON DISEASE","PARKINSON'S DISEASE","HUNTINGTON DISEASE",2018,0,2.7415013238905e-39,9.59525463361675e-38,"ABCB1/ACHE/ADORA2A/AKT1/APOE/ATXN3/BDNF/C9ORF72/CALB1/CALB2/CASP1/CASP3/CNR1/COMT/CREB1/CTNNB1/DNM1L/DRD2/EFHD2/FASLG/FGF2/GAPDH/GFAP/GH1/GPI/GRIN2A/GRM5/GRN/GSK-3/GSK3B/HCRT/HDAC/HDAC4/HP/HSPA4/HTT/IGF1/IGKV2D-29/IL6/MAOA/MAPK8/MAPT/MCF2L/MTOR/NEAT1/NFE2L2/NF-KB/NFKB1/NGF/NGFR/NTF3/NTRK2/PAM/PINK1/PPARG/PPARGC1A/PRKAA1/PRL/SIRT1/SIRT2/SLC18A2/SNCA/SP1/SST/SUBSTANCE P/SUPEROXIDE DISMUTASE/TARDBP/TBP/TFEB/TGFB1/TGM2/TNF/TP53/TREM2/TRPC1/TYMS/UBIQUITIN/UCHL1/VCP/XBP1",80,85.2369648665092,88.7923129279986,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",88.7923129279986
"PARKINSON'S DISEASE_DEPRESSION","PARKINSON'S DISEASE","DEPRESSION",2018,0,2.14166867702083e-35,4.9972269130486e-34,"ABCB1/ACHE/ADIPOQ/ADORA2A/ADRB2/AKT1/ALB/APOB/APOE/APP/ASCL1/AVP/BCHE/BCL2/BDNF/CACNA1D/CASP1/CASP3/CCK/CCL2/CDK5/CEBPZ/CHRNA4/CLU/CNR1/COMT/CREB1/CRH/CRP/CSF3/CTNNB1/CX3CL1/CYP2D6/DBH/DDIT4/DMTN/DOCK3/DRD2/DRD3/EBPL/EPO/ESR1/FGF2/FMR1/GBA/GCG/GDNF/GH1/GJA1/GPI/GRIN2A/GRIN2B/GRM2/GRM5/GSK-3/GSK3B/HCRT/HDAC4/HERPUD1/HGF/HMGB1/HSPA4/HTR1A/HTR2A/HTT/IER3IP1/IFNG/IGF1/IGKV2D-29/IL1/IL10/IL1B/IL6/LBP/LEP/LRRK2/MAOA/MAOB/MCF2L/MCIDAS/MCIN/MIF/MIR16-1/MTHFR/MTOR/NFE2L2/NF-KB/NGF/NGFR/NLN/NMS/NOS1/NOS2/NPY4R/NTF3/NTRK2/NTS/OFC1/OPN1SW/P2RX7/PACAP/PDE4A/PPARG/PREP/PRL/PTGS2/PTPN4/RGS4/RTN4/S100B/SGCA/SIRT1/SIRT2/SLC18A2/SLC6A3/SLC6A4/SMPD1/SORT1/SST/SUBSTANCE P/TACR1/TGFB1/TLR4/TNF/TPO/TRIT1/TYMS/VEGFA",128,76.6790100206108,79.8288929739921,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",79.8288929739921
"PARKINSON'S DISEASE_DEMENTIA","PARKINSON'S DISEASE","DEMENTIA",2018,0,1.50536707130812e-30,2.63439237478921e-29,"ABCB1/ACHE/ADIPOQ/ALB/ALDH2/APOE/APP/ATP13A2/AVP/BCHE/BDNF/C9ORF72/CALB1/CCL2/CEBPZ/CHRNA4/CIT/CLU/COMT/COQ2/CRH/CRP/CST3/CXCL10/DOCK3/DRD2/EPO/GCG/GDF15/GFAP/GH1/GRN/HGF/HP/IGF1/IL10/IL1B/IL6/KLK6/LEP/LRRK2/MAOB/MAPT/MCIDAS/MCIN/MMP3/MMP9/MTHFR/NF-KB/NGF/NTF3/OPN1SW/PPARG/PRL/PRNP/PTPN4/S100B/SGCA/SLC6A4/SNCA/SST/SUPEROXIDE DISMUTASE/TARDBP/TBP/TF/TNF/TP53/TPO/TREM2/TYMS/UBIQUITIN/VCP/VEGFA/VEGFB",74,65.8063151392287,68.6685160201582,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",68.6685160201582
"PARKINSON'S DISEASE_BIPOLAR AFFECTIVE PSYCHOSIS","PARKINSON'S DISEASE","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,2.05547826828111e-21,2.87766957559355e-20,"ALDH2/APOE/ARNTL/AVP/BCHE/BDNF/CAT/CCL2/CHRNA4/COMT/CRP/DBH/DRD1/DRD2/EBPL/EPO/FMR1/GAD1/GAP43/GCH1/GDF15/GDNF/GRIN2B/GRN/GSK-3/GSK3B/HDAC/HTR1A/HTR2A/IL6/LEP/MAOA/MMP9/MTHFR/NCL/NR4A2/NRG1/NTF3/NTRK2/OFC1/OPN1SW/P2RX7/POLG/PRNP/S100B/SLC6A3/SLC6A4/SST/SUPEROXIDE DISMUTASE/TACR1/TH/TLR2/TLR4/TNF/TPO/XBP1",56,44.9947210684331,47.6337783980484,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",47.6337783980484
"PARKINSON'S DISEASE_AUTISM","PARKINSON'S DISEASE","AUTISM",2018,0,6.4456378374769e-15,7.51991081038972e-14,"ACHE/ADIPOQ/ADRB2/AKT1/ALDH1A1/APOB/APOE/APP/AVP/BCL2/BDNF/CACNA1D/CAT/CCL2/CNR1/COMT/CP/CRH/CRP/CTNNB1/CYP2D6/DBH/DRD2/DRD3/EBPL/EGF/EN2/ESR1/FMR1/GAD1/GFAP/GH1/GPR37/GRIN2B/GRM5/GRN/GSK3B/HDAC/HDAC4/HGF/HMGB1/HTR1A/HTR2A/IFNG/IGF1/IL6/INS/LEP/MAOA/MAOB/MCF2L/MMP9/MPO/MTHFR/MTOR/NF-KB/NFKB1/NGF/NTF3/NTRK2/NTS/PARK2/PON1/PPARGC1A/PRL/PTEN/PTPN4/RAB39B/S100B/SEMA5A/SHH/SLC6A3/SLC6A4/SP1/SPP1/SUPEROXIDE DISMUTASE/TF/TGFB1/TNF/TP53/UBIQUITIN/VDR",82,30.2186370243457,32.675372797167,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",32.675372797167
"PSORIASIS_ARTHRITIS","PSORIASIS","ARTHRITIS",2018,0,5.59196921984245e-55,1.95718922694486e-53,"ACE/ACTH/ADA/ADAM17/ADIPOQ/AKT1/ALB/ALOX5/APOE/BCL2/BSG/C1ORF228/CCL2/CCL20/CCL5/CCR1/CCR2/CCR5/CCR6/CD19/CD274/CD28/CD4/CD40LG/CD69/CD79A/CD80/CHI3L1/CLEC7A/CRH/CRP/CSF2/CTGF/CXCL1/CXCL10/CXCR2/CXCR3/CXCR4/CYR61/DPP4/EDN1/ELANE/EMD/ERAP1/FAS/FASLG/FOXP3/GATA3/GH1/GRN/HDAC/HIF1A/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HMOX1/HP/HRH4/ICAM1/IFNA1/IFNB1/IFNG/IGF1/IL1/IL10/IL11/IL12/IL13/IL15/IL17A/IL17B/IL17C/IL17F/IL17RA/IL18/IL19/IL1A/IL1B/IL1RN/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL33/IL4/IL6/IL8/IRAK1/ITGAL/JUN/KDR/LEP/LPA/LYN/MIF/MIR146A/MIR155/MMP9/MPO/NFE2L2/NF-KB/NFKB1/NGF/NOS2/NOTCH1/NR4A2/OSM/PDCD1/PGLYRP2/PI3/PLA2G1B/PLG/PPARG/PRL/PTGS2/PTH/PTPN22/REL/RETN/S100A12/S100A8/S100A9/SELE/SELP/SELPLG/SIRT1/SOCS3/SPP1/SST/STAT3/SUBSTANCE P/SUPEROXIDE DISMUTASE/TEK/TGFB1/TIMP3/TLR2/TLR3/TLR4/TLR7/TLR9/TNC/TNF/TNFAIP3/TNFRSF1A/TNFSF11/TP53/TRAF6/TREM1/TRPV1/TSLP/VDR/VEGFA/VIP",156,121.365500552587,124.920848614076,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",124.920848614076
"PSORIASIS_CHRONIC ULCERATIVE COLITIS","PSORIASIS","CHRONIC ULCERATIVE COLITIS",2018,0,2.43291045038635e-42,5.67679105090148e-41,"ACE/ACTH/ADIPOQ/AKT1/ALB/ALOX5/BCL2/CABIN1/CCL20/CCR6/CCR9/CD79A/CLEC7A/CRP/CTNNB1/CXCL10/CXCR2/CXCR3/EDN1/EGF/FAS/FOXP3/GATA3/GCG/GH1/HIF1A/HLA-DRB1/HLA-DRB4/HLA-G/HMGB1/ICAM1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL13/IL17A/IL17F/IL17RA/IL1B/IL1RN/IL2/IL21/IL22/IL23A/IL23R/IL27/IL2RA/IL33/IL37/IL4/IL6/IL8/IL9/IRAK1/KDR/MIF/MIR142/MIR146A/MIR155/MIR21/MIR31/MMP9/MPO/MTHFR/MUC1/NFE2L2/NF-KB/NFKB1/NOS2/PPARG/PTGS2/S100A12/S100A4/S100A8/S100A9/S100B/SOCS3/SST/STAT3/SUBSTANCE P/SUPEROXIDE DISMUTASE/TGFB1/TLR2/TLR3/TLR4/TLR9/TNC/TNF/TP53/TRAF3IP2/VDR/VEGFA/VIP/WNT5A",98,92.6696026954977,95.8194856488789,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",95.8194856488789
"PSORIASIS_SARCOIDOSIS","PSORIASIS","SARCOIDOSIS",2018,0,2.54840714877311e-39,4.45971251035294e-38,"ACE/ACTH/ADA/AKT1/ALB/CCL2/CCL5/CCR5/CD274/CD4/CD79A/CD80/CHI3L1/CRP/CSF2/CXCL10/EDN1/FAS/FOXP3/HIF1A/HLA-B/HLA-DRB1/HLA-DRB4/HLA-E/HLA-G/ICAM1/IFNA1/IFNB1/IFNG/IGAN/IGHE/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL23R/IL27/IL2RA/IL4/IL6/IL8/MMP9/MTOR/MUC1/NF-KB/NGF/PDCD1/PPARG/PTH/SPP1/SST/TAP1/TAP2/TGFB1/TLR2/TLR4/TLR9/TNF/TP53/VEGFA/VIP",65,86.0031492293815,88.865350110311,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",88.865350110311
