"Source","Target","degree"
"TSNAX","psychiatric",1
"TSPAN32","psychiatric",1
"TSPAN6","psychiatric",1
"TST","psychiatric",1
"TTBK1","psychiatric",1
"TTN","psychiatric",1
"TXN","psychiatric",1
"TXNDC15","psychiatric",1
"TYK2","psychiatric",1
"TYR","psychiatric",1
"UBASH3B","psychiatric",1
"UBE2K","psychiatric",1
"UBE3A","psychiatric",1
"UBQLN1","psychiatric",1
"UBQLN2","psychiatric",1
"UBR4","psychiatric",1
"UBR5","psychiatric",1
"UCN","psychiatric",1
"UCN2","psychiatric",1
"UCN3","psychiatric",1
"UCP2","psychiatric",1
"UFD1L","psychiatric",1
"UHMK1","psychiatric",1
"ULK1","psychiatric",1
"USF1","psychiatric",1
"USP24","psychiatric",1
"USP30","psychiatric",1
"USP40","psychiatric",1
"USP46","psychiatric",1
"VASH1","psychiatric",1
"VDAC1","psychiatric",1
"VIM","psychiatric",1
"VPS13C","psychiatric",1
"VPS35","psychiatric",1
"VRK1","psychiatric",1
"VRK2","psychiatric",1
"WAS","psychiatric",1
"WDFY3","psychiatric",1
"WDR3","psychiatric",1
"WISP3","psychiatric",1
"WIZ","psychiatric",1
"WNT2","psychiatric",1
"XIRP1","psychiatric",1
"XK","psychiatric",1
"XRCC6","psychiatric",1
"YWHAZ","psychiatric",1
"ZDHHC17","psychiatric",1
"ZDHHC8","psychiatric",1
"ZFP36","psychiatric",1
"ZIC2","psychiatric",1
"ZNF354C","psychiatric",1
"ZNF480","psychiatric",1
"ZNF746","psychiatric",1
"IFNG","infectious",45
"TNF","infectious",41
"CD79A","infectious",27
"IFNA1","infectious",27
"IGHM","infectious",27
"IL10","infectious",26
"IL6","infectious",24
"IL12","infectious",22
"IL1B","infectious",22
"TLR2","infectious",21
"TLR4","infectious",21
"IL17A","infectious",20
"IL4","infectious",19
"CSF2","infectious",18
"IL2","infectious",18
"IL8","infectious",18
"IFNB1","infectious",17
"IGHE","infectious",16
"IL18","infectious",16
"MBL2","infectious",15
"NF-KB","infectious",15
"CRP","infectious",14
"HLA-E","infectious",14
"IL2RA","infectious",14
"MYD88","infectious",14
"NOS2","infectious",14
"UBIQUITIN","infectious",14
"ALB","infectious",13
"IGHG1","infectious",13
"IL1","infectious",13
"LTF","infectious",13
"NFKB1","infectious",13
"TLR3","infectious",13
"AKT1","infectious",12
"HSP90AA1","infectious",12
"TP53","infectious",12
"CASP1","infectious",11
"CASP3","infectious",11
"CXCL10","infectious",11
"EIF2AK2","infectious",11
"IL22","infectious",11
"IRF3","infectious",11
"STAT1","infectious",11
"CCL2","infectious",10
"CCL5","infectious",10
"HSPA4","infectious",10
"MMP9","infectious",10
"MTOR","infectious",10
"NLRP3","infectious",10
"PTGS2","infectious",10
"VEGFA","infectious",10
"CAT","infectious",9
"CD40LG","infectious",9
"DDX58","infectious",9
"HLA-DRB4","infectious",9
"ISG15","infectious",9
"JUN","infectious",9
"MIF","infectious",9
"PDCD1","infectious",9
"PYCARD","infectious",9
"RAF1","infectious",9
"STAT3","infectious",9
"TLR9","infectious",9
"BST2","infectious",8
"CCR5","infectious",8
"CD274","infectious",8
"CD36","infectious",8
"F2","infectious",8
"FN1","infectious",8
"FURIN","infectious",8
"HAVCR2","infectious",8
"HMGB1","infectious",8
"HMOX1","infectious",8
"HP","infectious",8
"HSPA5","infectious",8
"HSPD1","infectious",8
"ICAM1","infectious",8
"IFNAR1","infectious",8
"IL13","infectious",8
"IL23A","infectious",8
"IL33","infectious",8
"IL37","infectious",8
"MAPK8","infectious",8
"MAVS","infectious",8
"PPARG","infectious",8
"RSAD2","infectious",8
"SUPEROXIDE DISMUTASE","infectious",8
"TGFB1","infectious",8
"TLR7","infectious",8
"VHLL","infectious",8
"CD209","infectious",7
"CD40","infectious",7
"F3","infectious",7
"FOXP3","infectious",7
"GPI","infectious",7
"HLA-A","infectious",7
"HLA-DRB1","infectious",7
"IFIH1","infectious",7
"IL15","infectious",7
"IL21","infectious",7
"IRF1","infectious",7
"KAP","infectious",7
"KRAS","infectious",7
"MIR155","infectious",7
"PLG","infectious",7
"SFTPA1","infectious",7
"SFTPD","infectious",7
"SPP1","infectious",7
"TBX21","infectious",7
"APOE","infectious",6
"BCL2","infectious",6
"C5AR1","infectious",6
"CD14","infectious",6
"CD81","infectious",6
"CDC42","infectious",6
"CDKN2A","infectious",6
"CLEC7A","infectious",6
"CSF3","infectious",6
"CTLA4","infectious",6
"CTNNB1","infectious",6
"CTSB","infectious",6
"CXCL12","infectious",6
"CXCR3","infectious",6
"DDX6","infectious",6
"EGF","infectious",6
"EGFR","infectious",6
"EPO","infectious",6
"FASLG","infectious",6
"GAPDH","infectious",6
"HIF1A","infectious",6
"HSPB3","infectious",6
"IFNA2","infectious",6
"IL5","infectious",6
"ITIH4","infectious",6
"LGALS3","infectious",6
"MYC","infectious",6
"NFE2L2","infectious",6
"NOD2","infectious",6
"PROC","infectious",6
"PTPRC","infectious",6
"TF","infectious",6
"VIM","infectious",6
"AAVS1","infectious",5
"ABL1","infectious",5
"ADA","infectious",5
"ADAR","infectious",5
"ANXA2","infectious",5
"ATG5","infectious",5
"ATP6AP2","infectious",5
"AVP","infectious",5
"CALR","infectious",5
"CASP8","infectious",5
"CAV1","infectious",5
"CCL3","infectious",5
"CCR1","infectious",5
"CCR2","infectious",5
"CD28","infectious",5
"CD4","infectious",5
"CD9","infectious",5
"CFH","infectious",5
"CLEC4M","infectious",5
"DDX3X","infectious",5
"DEFB4A","infectious",5
"DHFR","infectious",5
"ELANE","infectious",5
"EVA1C","infectious",5
"FAS","infectious",5
"GIF","infectious",5
"GLB1","infectious",5
"GZMB","infectious",5
"HAMP","infectious",5
"HAVCR1","infectious",5
"HGF","infectious",5
"HLA-B","infectious",5
"IFNL1","infectious",5
"IGHG3","infectious",5
"IL7","infectious",5
"ILF3","infectious",5
"IRF7","infectious",5
"ITGAM","infectious",5
"ITGAX","infectious",5
"LBR","infectious",5
"LGALS1","infectious",5
"LGALS9","infectious",5
"LTB","infectious",5
"LYZ","infectious",5
"MAP2K7","infectious",5
"MPO","infectious",5
"MRAP","infectious",5
"MS4A1","infectious",5
"NGF","infectious",5
"NS2","infectious",5
"PARP1","infectious",5
"PHGDH","infectious",5
"PML","infectious",5
"PPIA","infectious",5
"PTX3","infectious",5
"RAC1","infectious",5
"RAD51","infectious",5
"RBM45","infectious",5
"SMARCB1","infectious",5
"SP1","infectious",5
"TFRC","infectious",5
"TLR5","infectious",5
"TLR8","infectious",5
"TNFSF13B","infectious",5
"TRIM25","infectious",5
"TXN","infectious",5
"VIPR1","infectious",5
"AFP","infectious",4
"AICDA","infectious",4
"APOA1","infectious",4
"APOBEC3G","infectious",4
"ATR","infectious",4
"CD27","infectious",4
"CD34","infectious",4
"CD80","infectious",4
"CDKN1A","infectious",4
"CPOX","infectious",4
"CR2","infectious",4
"CSNK2A1","infectious",4
"CYP27A1","infectious",4
"DDX46","infectious",4
"DDX56","infectious",4
"DNAJB1","infectious",4
"DNAJC5","infectious",4
"DPP4","infectious",4
"DYT10","infectious",4
"EXOSC2","infectious",4
"FCGR2A","infectious",4
"FCN2","infectious",4
"FOS","infectious",4
"FUZ","infectious",4
"G6PD","infectious",4
"HAP1","infectious",4
"HLA-C","infectious",4
"HSPA8","infectious",4
"IFITM3","infectious",4
"IFNL3","infectious",4
"IGHD","infectious",4
"IL17D","infectious",4
"IL1RN","infectious",4
"IL27","infectious",4
"IL32","infectious",4
"INS","infectious",4
"KIR3DL1","infectious",4
"KLRK1","infectious",4
"KRT12","infectious",4
"LCN2","infectious",4
"LEP","infectious",4
"MAPK1","infectious",4
"MIP","infectious",4
"MIR146A","infectious",4
"MIR223","infectious",4
"MPL","infectious",4
"MX1","infectious",4
"NCR1","infectious",4
"NLRC4","infectious",4
"NOD1","infectious",4
"NPC1","infectious",4
"NT5C2","infectious",4
"ODC1","infectious",4
"PDIK1L","infectious",4
"PGD","infectious",4
"PI3","infectious",4
"PLA2G1B","infectious",4
"PPARA","infectious",4
"PRNT","infectious",4
"PTBP1","infectious",4
"RNASEL","infectious",4
"RTN1","infectious",4
"S100B","infectious",4
"SDC1","infectious",4
"SERPINB2","infectious",4
"SLC11A1","infectious",4
"SOCS1","infectious",4
"SPHK1","infectious",4
"SQSTM1","infectious",4
"ST2","infectious",4
"SUBSTANCE P","infectious",4
"TCIRG1","infectious",4
"TFPI","infectious",4
"TH1L","infectious",4
"TNFAIP3","infectious",4
"TNFRSF1A","infectious",4
"TNFRSF9","infectious",4
"TSLP","infectious",4
"ABCG2","infectious",3
"ACSS2","infectious",3
"AD5","infectious",3
"AGO2","infectious",3
"AHCY","infectious",3
"AHR","infectious",3
"AKR1B1","infectious",3
"ANC","infectious",3
"ANGIOTENSIN II","infectious",3
"ANPEP","infectious",3
"ANXA5","infectious",3
"APOB","infectious",3
"APOBEC3A","infectious",3
"ASRGL1","infectious",3
"ATG7","infectious",3
"AXL","infectious",3
"AZIN2","infectious",3
"B2M","infectious",3
"BAX","infectious",3
"BCAR1","infectious",3
"BCL2L1","infectious",3
"BDNF","infectious",3
"BECN1","infectious",3
"BSG","infectious",3
"C1QBP","infectious",3
"C3","infectious",3
"CALCOCO2","infectious",3
"CAMP","infectious",3
"CANX","infectious",3
"CARD9","infectious",3
"CCL7","infectious",3
"CD163","infectious",3
"CD19","infectious",3
"CD38","infectious",3
"CD55","infectious",3
"CD59","infectious",3
"CD63","infectious",3
"CD86","infectious",3
"CD8A","infectious",3
"CDH1","infectious",3
"CDK1","infectious",3
"CDKN1B","infectious",3
"CDR3","infectious",3
"CFP","infectious",3
"CFTR","infectious",3
"CISH","infectious",3
"CLDN1","infectious",3
"CMD1B","infectious",3
"CNBP","infectious",3
"CR1","infectious",3
"CSF1","infectious",3
"CTSA","infectious",3
"CTSG","infectious",3
"CX3CR1","infectious",3
"CXCR5","infectious",3
"CYBB","infectious",3
"DDX5","infectious",3
"DHX9","infectious",3
"DR1","infectious",3
"DROSHA","infectious",3
"EEF1A1","infectious",3
"EIF2S1","infectious",3
"EIF4G1","infectious",3
"EIF5A","infectious",3
"ENPP3","infectious",3
"ENTPD1","infectious",3
"ERBB2","infectious",3
"ERVW-4","infectious",3
"ESR1","infectious",3
"F10","infectious",3
"FASN","infectious",3
"FCGR1A","infectious",3
"FCGR2B","infectious",3
"FCGR3B","infectious",3
"FLT3LG","infectious",3
"FOXO3","infectious",3
"GBP1","infectious",3
"GGTLC1","infectious",3
"GH1","infectious",3
"GLA","infectious",3
"GLI2","infectious",3
"HGS","infectious",3
"HISTONE H2A","infectious",3
"HLA-DQB1","infectious",3
"HNRNPA1","infectious",3
"HNRNPK","infectious",3
"HSP90B1","infectious",3
"HSP90B2P","infectious",3
"HTL","infectious",3
"HTRA1","infectious",3
"ICOS","infectious",3
"IFI6","infectious",3
"IFIT1","infectious",3
"IFITM1","infectious",3
"IFNGR1","infectious",3
"IGAN","infectious",3
"IGF1","infectious",3
"IL10RA","infectious",3
"IL12B","infectious",3
"IL17RA","infectious",3
"IL1A","infectious",3
"IL7R","infectious",3
"IRGM","infectious",3
"KIAA0101","infectious",3
"LAG3","infectious",3
"LAMP1","infectious",3
"LDLR","infectious",3
"LEPREL2","infectious",3
"LMLN","infectious",3
"LPL","infectious",3
"LRP1","infectious",3
"LTA","infectious",3
"MAP1LC3A","infectious",3
"MAP2K1","infectious",3
"MAPK14","infectious",3
"MAPK3","infectious",3
"MIR122","infectious",3
"MIR29A","infectious",3
"MIR34A","infectious",3
"MOG","infectious",3
"MT-CYB","infectious",3
"MUC1","infectious",3
"MUC5AC","infectious",3
"NCAM1","infectious",3
"NPCDR1","infectious",3
"NPL","infectious",3
"NPPC","infectious",3
"NR3C1","infectious",3
"NT5E","infectious",3
"OAS1","infectious",3
"OAS3","infectious",3
"OCA2","infectious",3
"PCK1","infectious",3
"PCK2","infectious",3
"PDR","infectious",3
"PF4","infectious",3
"PHB","infectious",3
"PIN1","infectious",3
"PLA2G10","infectious",3
"PLAT","infectious",3
"PLAU","infectious",3
"PLK1","infectious",3
"POR","infectious",3
"PPP1R42","infectious",3
"PRL","infectious",3
"PTEN","infectious",3
"PVRL1","infectious",3
"RAB11A","infectious",3
"RELA","infectious",3
"RIT1","infectious",3
"S100A8","infectious",3
"SCARB1","infectious",3
"SCD","infectious",3
"SDC2","infectious",3
"SERPINA1","infectious",3
"SERPINE1","infectious",3
"SIGLEC1","infectious",3
"SMOC1","infectious",3
"SMPD1","infectious",3
"SSB","infectious",3
"SST","infectious",3
"STAT2","infectious",3
"SULT1A3","infectious",3
"SUMF2","infectious",3
"SUMO1","infectious",3
"TCOF1","infectious",3
"THBS1","infectious",3
"TLR6","infectious",3
"TMEM173","infectious",3
"TNFRSF4","infectious",3
"TNFRSF8","infectious",3
"TNFSF10","infectious",3
"TNFSF4","infectious",3
"TOP1","infectious",3
"TPI1","infectious",3
"TRAF6","infectious",3
"TRIM22","infectious",3
"UBE2I","infectious",3
"UBE2V1","infectious",3
"USP18","infectious",3
"VDR","infectious",3
"VWF","infectious",3
"XCL1","infectious",3
"XRN1","infectious",3
"YBX1","infectious",3
"ZC3H12A","infectious",3
"ZC3HAV1","infectious",3
"ABCA1","infectious",2
"ABCB1","infectious",2
"ABCC1","infectious",2
"ACE","infectious",2
"ACE2","infectious",2
"ACHE","infectious",2
"ACKR2","infectious",2
"ACTH","infectious",2
"ADAM17","infectious",2
"ADIPOQ","infectious",2
"ADM","infectious",2
"AGTR1","infectious",2
"ALDH7A1","infectious",2
"ALPI","infectious",2
"AMY2A","infectious",2
"ANGPT2","infectious",2
"APCDD1","infectious",2
"APOBEC3B","infectious",2
"APOBEC3C","infectious",2
"APOBEC3F","infectious",2
"APOC3","infectious",2
"APOH","infectious",2
"APOL1","infectious",2
"ARC","infectious",2
"AREG","infectious",2
"ARF1","infectious",2
"ARHGEF2","infectious",2
"ASPG","infectious",2
"ASZ1","infectious",2
"ATG16L1","infectious",2
"ATM","infectious",2
"B3GAT1","infectious",2
"BAG3","infectious",2
"BANF1","infectious",2
"BBOX1","infectious",2
"BCAR3","infectious",2
"BCL2L11","infectious",2
"BCR","infectious",2
"BIRC3","infectious",2
"BIRC5","infectious",2
"BPI","infectious",2
"C5ORF27","infectious",2
"CABIN1","infectious",2
"CAV2","infectious",2
"CCL14","infectious",2
"CCL20","infectious",2
"CCL4","infectious",2
"CCNT1","infectious",2
"CCR3","infectious",2
"CCR6","infectious",2
"CCR7","infectious",2
"CCS","infectious",2
"CD1A","infectious",2
"CD2","infectious",2
"CD244","infectious",2
"CD44","infectious",2
"CD47","infectious",2
"CD5","infectious",2
"CD69","infectious",2
"CD70","infectious",2
"CDA","infectious",2
"CDK2","infectious",2
"CDK9","infectious",2
"CDKN2B","infectious",2
"CEL","infectious",2
"CES1","infectious",2
"CFLAR","infectious",2
"CHI3L1","infectious",2
"CHIA","infectious",2
"CHRNA4","infectious",2
"CIR1","infectious",2
"CLEC4A","infectious",2
"CLEC6A","infectious",2
"CLPP","infectious",2
"CLSTN2","infectious",2
"CLSTN3","infectious",2
"CMPK1","infectious",2
"CNP","infectious",2
"CP","infectious",2
"CPE","infectious",2
"CPVL","infectious",2
"CREB1","infectious",2
"CRYL1","infectious",2
"CTSC","infectious",2
"CUL9","infectious",2
"CXCL11","infectious",2
"CXCL9","infectious",2
"CXCR2","infectious",2
"CXCR4","infectious",2
"CYCS","infectious",2
"CYLD","infectious",2
"CYP2C19","infectious",2
"CYP3A4","infectious",2
"CYP51A1","infectious",2
"DARC","infectious",2
"DDX1","infectious",2
"DEFA1","infectious",2
"DEFB1","infectious",2
"DHPS","infectious",2
"DHX58","infectious",2
"DMBT1","infectious",2
"DNAJC3","infectious",2
"DNASE1","infectious",2
"DUOX1","infectious",2
"DUSP1","infectious",2
"DUT","infectious",2
"EBP","infectious",2
"EDEM1","infectious",2
"EDN1","infectious",2
"EGFLAM","infectious",2
"EIF2S3","infectious",2
"EIF4A1","infectious",2
"EIF4E","infectious",2
"ELAVL1","infectious",2
"EMB","infectious",2
"EMP1","infectious",2
"ENO2","infectious",2
"ENOSF1","infectious",2
"ENPP2","infectious",2
"EPHB2","infectious",2
"EPS15","infectious",2
"FADD","infectious",2
"FAP","infectious",2
"FCER2","infectious",2
"FCGR3A","infectious",2
"FLT1","infectious",2
"FLVCR1","infectious",2
"FOXM1","infectious",2
"FOXO1","infectious",2
"FPR2","infectious",2
"FUT1","infectious",2
"FUT4","infectious",2
"FXN","infectious",2
"FYB","infectious",2
"G3BP1","infectious",2
"GCK","infectious",2
"GDF15","infectious",2
"GFAP","infectious",2
"GJB2","infectious",2
"GK","infectious",2
"GLO1","infectious",2
"GLS","infectious",2
"GLUL","infectious",2
"GOLPH3","infectious",2
"GP2","infectious",2
"GSR","infectious",2
"GSTK1","infectious",2
"GUSB","infectious",2
"H6PD","infectious",2
"HBE1","infectious",2
"HBM","infectious",2
"HDAC1","infectious",2
"HDGFRP2","infectious",2
"HEXA","infectious",2
"HISTONE H1","infectious",2
"HLA-DPB1","infectious",2
"HLA-G","infectious",2
"HM13","infectious",2
"HMGA1","infectious",2
"HMI","infectious",2
"HNF4A","infectious",2
"HPGDS","infectious",2
"HPSE","infectious",2
"HRAS","infectious",2
"HRASLS","infectious",2
"HSPA1A","infectious",2
"IDO1","infectious",2
"IFI16","infectious",2
"IFI27","infectious",2
"IFITM2","infectious",2
"IGF2","infectious",2
"IGF2BP1","infectious",2
"IGHA1","infectious",2
"IGKV4-1","infectious",2
"IL12RB1","infectious",2
"IL17C","infectious",2
"IL17F","infectious",2
"IL1R1","infectious",2
"IL6R","infectious",2
"IQGAP1","infectious",2
"IRAK1","infectious",2
"IRF9","infectious",2
"ITGAE","infectious",2
"ITGAL","infectious",2
"IV","infectious",2
"KAL1","infectious",2
"KARS","infectious",2
"KCNN1","infectious",2
"KDR","infectious",2
"KIR2DL2","infectious",2
"KIR2DL3","infectious",2
"KIR2DS2","infectious",2
"KIR3DS1","infectious",2
"KITLG","infectious",2
"KLK4","infectious",2
"KLRB1","infectious",2
"KNG1","infectious",2
"LGALS3BP","infectious",2
"LGMN","infectious",2
"LIF","infectious",2
"LILRB1","infectious",2
"LONP1","infectious",2
"LPA","infectious",2
"LPO","infectious",2
"LRP5","infectious",2
"LY75","infectious",2
"MALAT1","infectious",2
"MANEA","infectious",2
"MAP2K2","infectious",2
"MAP3K7","infectious",2
"MASP2","infectious",2
"MBP","infectious",2
"MBTPS1","infectious",2
"MCF2L2","infectious",2
"MCM8","infectious",2
"MCM9","infectious",2
"MIR130A","infectious",2
"MIR141","infectious",2
"MIR21","infectious",2
"MIR210","infectious",2
"MIR29C","infectious",2
"MIR30B","infectious",2
"MIR373","infectious",2
"MIRLET7C","infectious",2
"MLC1","infectious",2
"MLN","infectious",2
"MME","infectious",2
"MMP2","infectious",2
"MMP3","infectious",2
"MPG","infectious",2
"MPI","infectious",2
"MSC","infectious",2
"MSD","infectious",2
"MSN","infectious",2
"MSRA","infectious",2
"MT2A","infectious",2
"MTMR11","infectious",2
"MTTP","infectious",2
"MX2","infectious",2
"MYB","infectious",2
"NAGA","infectious",2
"NCL","infectious",2
"NCR2","infectious",2
"NCR3","infectious",2
"NDRG1","infectious",2
"NDUFA13","infectious",2
"NEDD4","infectious",2
"NELFCD","infectious",2
"NFKBIA","infectious",2
"NLRP1","infectious",2
"NLRX1","infectious",2
"NME2P1","infectious",2
"NME4","infectious",2
"NMT1","infectious",2
"NOTCH1","infectious",2
"NOX1","infectious",2
"NPR1","infectious",2
"NPY4R","infectious",2
"NR0B2","infectious",2
"NR1H4","infectious",2
"NR4A1","infectious",2
"NTS","infectious",2
"NUCB1","infectious",2
"NUP153","infectious",2
"OPRM1","infectious",2
"OSBP","infectious",2
"OTC","infectious",2
"P2RX7","infectious",2
"P4HB","infectious",2
"PABPC1","infectious",2
"PADI4","infectious",2
"PCBD1","infectious",2
"PCBP2","infectious",2
"PCSK5","infectious",2
"PCSK9","infectious",2
"PDC","infectious",2
"PDIA2","infectious",2
"PDLIM4","infectious",2
"PDLIM7","infectious",2
"PDXP","infectious",2
"PEPB","infectious",2
"PFN2","infectious",2
"PLA2G7","infectious",2
"PLAUR","infectious",2
"PLB1","infectious",2
"PLIN3","infectious",2
"PLSCR1","infectious",2
"PMEL","infectious",2
"PNP","infectious",2
"POLI","infectious",2
"PPARGC1A","infectious",2
"PRB1","infectious",2
"PRDM1","infectious",2
"PRDX1","infectious",2
"PRDX2","infectious",2
"PRDX5","infectious",2
"PRKG1","infectious",2
"PROM1","infectious",2
"PSIP1","infectious",2
"PSMA7","infectious",2
"PSMC5","infectious",2
"PSMC6","infectious",2
"PTGER2","infectious",2
"PTK2","infectious",2
"PTPN6","infectious",2
"PTPRA","infectious",2
"PTS","infectious",2
"PURA","infectious",2
"RAB14","infectious",2
"RAB18","infectious",2
"RAB1A","infectious",2
"RAB5A","infectious",2
"RB1","infectious",2
"REL","infectious",2
"RELB","infectious",2
"RHD","infectious",2
"RHO","infectious",2
"RHOA","infectious",2
"RN7SK","infectious",2
"RNASE1","infectious",2
"RPS5","infectious",2
"RPS6KB1","infectious",2
"RRM2","infectious",2
"S100A9","infectious",2
"SAMHD1","infectious",2
"SCT","infectious",2
"SELENBP1","infectious",2
"SELL","infectious",2
"SERPINB6","infectious",2
"SERPINH1","infectious",2
"SIRT1","infectious",2
"SIRT2","infectious",2
"SLC10A1","infectious",2
"SLPI","infectious",2
"SMPD2","infectious",2
"SMS","infectious",2
"SMYD3","infectious",2
"SOCS2","infectious",2
"SOCS3","infectious",2
"SOD1","infectious",2
"SPEG","infectious",2
"SPHK2","infectious",2
"SPI1","infectious",2
"SRC","infectious",2
"SRY","infectious",2
"ST8SIA2","infectious",2
"STAT4","infectious",2
"STH","infectious",2
"SYK","infectious",2
"TAPBP","infectious",2
"TAX1BP1","infectious",2
"TBC1D24","infectious",2
"TBC1D9","infectious",2
"TBK1","infectious",2
"TCN1","infectious",2
"TEK","infectious",2
"TERT","infectious",2
"TGFA","infectious",2
"THPO","infectious",2
"THY1","infectious",2
"TICAM1","infectious",2
"TLR1","infectious",2
"TNFAIP8L2","infectious",2
"TNFRSF10A","infectious",2
"TNFRSF10B","infectious",2
"TNFRSF1B","infectious",2
"TNFSF9","infectious",2
"TOP2A","infectious",2
"TPR","infectious",2
"TRIT1","infectious",2
"TRPV1","infectious",2
"TSPO","infectious",2
"TXNDC15","infectious",2
"TYMS","infectious",2
"UBA7","infectious",2
"UCN3","infectious",2
"UCP2","infectious",2
"UNG","infectious",2
"USF1","infectious",2
"VAPB","infectious",2
"VPRBP","infectious",2
"VPS4A","infectious",2
"VTN","infectious",2
"WLS","infectious",2
"WNT1","infectious",2
"XCR1","infectious",2
"XPO1","infectious",2
"YAP1","infectious",2
"YY1","infectious",2
"ZBTB7A","infectious",2
"AAK1","infectious",1
"AARS","infectious",1
"ABAT","infectious",1
"ABCA4","infectious",1
"ABCE1","infectious",1
"ABHD2","infectious",1
"ABHD5","infectious",1
"ACCS","infectious",1
"ACER3","infectious",1
"ACLY","infectious",1
"ACOT1","infectious",1
"ACP1","infectious",1
"ACPP","infectious",1
"ACRV1","infectious",1
"ACSM1","infectious",1
"ACTA1","infectious",1
"ACTA2","infectious",1
"ACTG1","infectious",1
"ACTR1A","infectious",1
"ACTR2","infectious",1
"ADAM10","infectious",1
"ADAMTS13","infectious",1
"ADAMTS5","infectious",1
"ADAMTS7","infectious",1
"ADAP2","infectious",1
"ADH1A","infectious",1
"ADH5","infectious",1
"ADI1","infectious",1
"ADK","infectious",1
"ADRM1","infectious",1
"AFF1","infectious",1
"AFF4","infectious",1
"AGFG1","infectious",1
"AGTR2","infectious",1
"AGXT","infectious",1
"AHI1","infectious",1
"AHSG","infectious",1
"AIDA","infectious",1
"AIFM2","infectious",1
"AIM2","infectious",1
"AIRE","infectious",1
"AKR1B10","infectious",1
"AKR1C1","infectious",1
"AKR1C3","infectious",1
"ALAD","infectious",1
"ALDH1A1","infectious",1
"ALDH1L1","infectious",1
"ALK","infectious",1
"ALKBH1","infectious",1
"ALOX12","infectious",1
"ALOX5","infectious",1
"ALS3","infectious",1
"ALYREF","infectious",1
"AMBP","infectious",1
"AMD1","infectious",1
"AMPD1","infectious",1
"ANGPT1","infectious",1
"ANK1","infectious",1
"ANKRD1","infectious",1
"ANP32A","infectious",1
"ANTXR1","infectious",1
"ANTXR2","infectious",1
"ANXA13","infectious",1
"ANXA4","infectious",1
"ANXA6","infectious",1
"AOX1","infectious",1
"AP2A1","infectious",1
"APEX1","infectious",1
"APLN","infectious",1
"APLNR","infectious",1
"APOA5","infectious",1
"APOBEC1","infectious",1
"APOBEC3D","infectious",1
"APOBEC3H","infectious",1
"APOC1","infectious",1
"APOM","infectious",1
"APP","infectious",1
"APRT","infectious",1
"AR","infectious",1
"ARAF","infectious",1
"ARAP3","infectious",1
"ARCN1","infectious",1
"ARFIP2","infectious",1
"ARFRP1","infectious",1
"ARHGEF15","infectious",1
"ARHGEF26","infectious",1
"ARID4B","infectious",1
"ARIH1","infectious",1
"ARNT","infectious",1
"ARPP21","infectious",1
"ARSD","infectious",1
"ASGR1","infectious",1
"ASPA","infectious",1
"ATAD5","infectious",1
"ATF4","infectious",1
"ATF6","infectious",1
"ATP6V0A2","infectious",1
"ATP6V0C","infectious",1
"ATP6V0D1","infectious",1
"AURKA","infectious",1
"AXIN1","infectious",1
"B3GNT3","infectious",1
"B4GALNT2","infectious",1
"BACH1","infectious",1
"BAG6","infectious",1
"BAI1","infectious",1
"BATF2","infectious",1
"BBS9","infectious",1
"BCAS3","infectious",1
"BCHE","infectious",1
"BCL11B","infectious",1
"BCL2L10","infectious",1
"BDH1","infectious",1
"BEST1","infectious",1
"BLVRA","infectious",1
"BMP4","infectious",1
"BMP7","infectious",1
"BNC1","infectious",1
"BPIFA1","infectious",1
"BRCA1","infectious",1
"BRD2","infectious",1
"BRD4","infectious",1
"BRSK1","infectious",1
"BRSK2","infectious",1
"BSCL2","infectious",1
"BTK","infectious",1
"BW4","infectious",1
"BZW1","infectious",1
"C18ORF8","infectious",1
"C4A","infectious",1
"C5","infectious",1
"C6ORF15","infectious",1
"C9ORF3","infectious",1
"CA1","infectious",1
"CACNA2D4","infectious",1
"CALB1","infectious",1
"CALM1","infectious",1
"CALML3","infectious",1
"CALU","infectious",1
"CAMK2B","infectious",1
"CAP1","infectious",1
"CASC5","infectious",1
"CASD1","infectious",1
"CASP2","infectious",1
"CASP9","infectious",1
"CASR","infectious",1
"CASZ1","infectious",1
"CBFB","infectious",1
"CBLL1","infectious",1
"CBX8","infectious",1
"CCA1","infectious",1
"CCDC8","infectious",1
"CCL1","infectious",1
"CCL19","infectious",1
"CCL21","infectious",1
"CCL22","infectious",1
"CCL28","infectious",1
"CCL3L1","infectious",1
"CCL4L1","infectious",1
"CCL4L2","infectious",1
"CCL8","infectious",1
"CCND2","infectious",1
"CCND3","infectious",1
"CCNG1","infectious",1
"CCNO","infectious",1
"CCR4","infectious",1
"CD101","infectious",1
"CD1B","infectious",1
"CD1C","infectious",1
"CD1D","infectious",1
"CD200","infectious",1
"CD207","infectious",1
"CD226","infectious",1
"CD24","infectious",1
"CD247","infectious",1
"CD248","infectious",1
"CD2AP","infectious",1
"CD300A","infectious",1
"CD3E","infectious",1
"CD46","infectious",1
"CD53","infectious",1
"CD58","infectious",1
"CD7","infectious",1
"CD74","infectious",1
"CD83","infectious",1
"CDB2","infectious",1
"CDC123","infectious",1
"CDC37","infectious",1
"CDH17","infectious",1
"CDK11B","infectious",1
"CDK13","infectious",1
"CDK20","infectious",1
"CDK2AP1","infectious",1
"CDK5R1","infectious",1
"CDK5R2","infectious",1
"CDK6","infectious",1
