Source,Target,Doc.1990,Doc.1991,Doc.1992,Doc.1993,Doc.1994,Doc.1995,Doc.1996,Doc.1997,Doc.1998,Doc.1999,Doc.2000,Doc.2001,Doc.2002,Doc.2003,Doc.2004,Doc.2005,Doc.2006,Doc.2007,Doc.2008,Doc.2009,Doc.2010,Doc.2011,Doc.2012,Doc.2013,Doc.2014,Doc.2015,Doc.2016,Doc.2017,Doc.2018
KIAA0101,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
KIAA0319,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,5,5
KIAA0319,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,6,6,10,11,11,11
KIF1A,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
KITLG,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3
KITLG,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
KL,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
KLK3,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
KLK4,ALZHEIMER DISEASE,0,0,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6
KLK4,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5
KLK6,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,2,3,3,5,5,6,7,7,8,8,9,9,9,9,9,10,10,10,10
KLK6,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
KLK6,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
KMO,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,17,17
KMO,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,6,6,6
KMT2C,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
KNG1,ALZHEIMER DISEASE,0,0,0,0,0,2,2,2,3,3,3,3,4,4,4,4,6,5,5,6,6,6,7,7,6,6,7,7,7
KPNA3,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
L1CAM,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LAMB1,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LAMP1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
LAMP2,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5
LBP,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
LBP,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5
LCH,DEPRESSION,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
LCN1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LCN2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
LCN2,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
LCT,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
LDLR,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,7,9,10,12,13,17,16,17,17,18,18,18,21,20
LEP,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,5,9,9,13,18,22,27,30,33,38,38
LEP,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
LEP,BIPOLAR AFFECTIVE PSYCHOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4
LEP,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,7,8,8
LEP,DEPRESSION,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,5,5,7,7,7,9,12,19,21,30,40,45,51,51
LEP,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,7,8,8,10,13,13,16,15,16
LEP,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,6,5,8,9,9
LEPR,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
LEPR,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3
LGALS3,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LGI1,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
LGMN,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LHB,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LHCGR,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4
LIF,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
LIF,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LILRB2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
LILRB3,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
LINC00271,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
LINGO1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
LINGO1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,11,11,11
LINGO2,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3
LIPA,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
LIPC,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
LMO3,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,5,5,5,5,5,5,5,5,5
LMX1A,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,3
LNPEP,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,6
LPA,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,6,6,6,6,6,6,6,6,8,9,9,9
LPA,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LPL,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,5,5,5,6
LRP1,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,2,3,5,6,9,9,12,13,13,15,16,19,23,24,27,30,31,34,35,38,38
LRP2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4
LRP2,BIPOLAR AFFECTIVE PSYCHOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
LRP2,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
LRP8,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,4,5,5,4,4,5,5,5
LRRC4,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LRRK1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2
LRRK2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3
LRRK2,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,12,14,14
LRRK2,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
LRRK2,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,50,76,107,159,209,265,359,426,525,555,678,764,786
LRRN3,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
LRRTM1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,7,7,7,7,7,7
LRTM1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
LSAMP,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LSM2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LTA,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4
LTB4R,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LTF,ALZHEIMER DISEASE,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,7,7,7,7,7,7,7,7,8
LXN,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,5,5,5
LYPD4,BIPOLAR AFFECTIVE PSYCHOSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
LYPD4,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,5
LYZ,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
LYZ,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
MAD1L1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
MAG,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,8,8,8,8,7,8,8
MAGED1,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3
MAGI2,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3
MAMLD1,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
MAMLD1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
MANF,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,6,5,5
MAOA,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
MAOA,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,5,5,5,6,6
MAOA,BIPOLAR AFFECTIVE PSYCHOSIS,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
MAOA,DEPRESSION,0,0,0,0,0,0,2,2,3,3,4,4,4,4,4,4,5,6,8,10,11,12,14,16,20,22,29,37,39
MAOA,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,5,5,5,6,6,6,8,7,7
MAOA,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
MAOA,PARKINSON'S DISEASE,0,0,0,0,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,17,6,8,8
MAOB,ALZHEIMER DISEASE,2,4,4,5,7,7,7,7,8,8,8,8,8,8,8,9,10,10,10,12,13,13,15,16,16,17,18,19,20
MAOB,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
MAOB,DEMENTIA,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
MAOB,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,8,9,9
MAOB,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,4,4,4
MAOB,PARKINSON'S DISEASE,0,0,0,5,5,8,9,12,13,13,14,15,17,17,22,26,33,34,39,45,49,59,66,70,76,96,90,93,94
MAP1S,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
MAP2,ALZHEIMER DISEASE,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,6,7,7,7,7,7
MAP2,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAP2,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,2,3,4
MAP2K7,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3
MAP3K5,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAP4K4,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
MAP6,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,2,2
MAPK1,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,2,2,5,4,5,4,5,6,8,9,10,10,11,12,13,13,13,14
MAPK1,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPK1,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,10,10,10
MAPK1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,3,3
MAPK1,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4
MAPK10,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
MAPK14,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3,3,4,7,8,8
MAPK3,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,5,6,6,6,6,6
MAPK3,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,6,7,11,11,11
MAPK3,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAPK3,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPK8,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,7,7,9,11,16,18,25,30,35,39,43,45,44,46
MAPK8,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4
MAPK8,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,6,8,8,8,11,11,11,11,15,15,15
MAPK8IP1,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
MAPT,ALZHEIMER DISEASE,0,2,4,7,13,17,19,24,27,35,38,43,50,57,67,73,81,87,99,97,109,115,128,138,153,163,173,187,181
MAPT,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,11,13,14,15,19,25,29,31
MAPT,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MAPT,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,6,10,19,21,30,40,40,39,39
MAPT-AS1,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MARK2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4
MBD1,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
MBD5,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,6,6
MBD5,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
MBL2,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,5,5,5,5,4,5
MBP,ALZHEIMER DISEASE,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,5,6,7,7,6
MBP,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,3
MBP,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,6,5,5
MC1R,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3
MCCC2,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MCF2L,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
MCF2L,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,7,10,14,18,21,21
MCF2L,HUNTINGTON DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
MCF2L,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,8,8,9,10,12,16,32,58,39,41,42
MCIDAS,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,5,6,7,9,10,17,19,22,25,28
MCIDAS,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,7,9,9,10,13,18,19,26,36,43,54,74,98,103
MCIDAS,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
MCIDAS,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
MCIN,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,6,7,8,8,8
MCIN,DEMENTIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,4,6,7,12,15,16
MCIN,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
MCIN,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4
MCL1,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MDGA1,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
MDK,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
MDK,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4
MECP2,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,9,12,14,21,24,33,42,50,56,63,74,74
MECP2,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
MECP2,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3
MED12,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2
MEF2C,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
MEF2D,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2
MEGF10,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MEGF10,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
MEIS2,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MFGE8,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
MFGE8,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,5
MGAT3,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,4
MGEA5,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,7,6,6
MGLL,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,5,5
MGLL,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MGS,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,4,5,5
MIA,AUTISM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,7,7,10,11,11
MIA,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
MIA,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,6,6
MIAT,SCHIZOPHRENIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,8,9
MIDN,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIF,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,6,6
MIF,DEPRESSION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4
MIF,PARKINSON'S DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
MIR107,ALZHEIMER DISEASE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3
