"Source","Target"
"Metal ion SLC transporters","SLC41A2"
"Synthesis of PC","SLC44A1"
"Amine compound SLC transporters","SLC44A1"
"Synthesis of PC","SLC44A2"
"Amine compound SLC transporters","SLC44A2"
"Synthesis of PC","SLC44A3"
"Amine compound SLC transporters","SLC44A3"
"Synthesis of PC","SLC44A4"
"Amine compound SLC transporters","SLC44A4"
"Amine compound SLC transporters","SLC44A5"
"Synthesis of PC","SLC44A5"
"Metabolism of water-soluble vitamins and cofactors","SLC46A1"
"Iron uptake and transport","SLC46A1"
"Metabolism of water-soluble vitamins and cofactors","SLC52A3"
"Amine-derived hormones","SLC5A5"
"Transport of vitamins, nucleosides, and related molecules","SLC5A6"
"Metabolism of water-soluble vitamins and cofactors","SLC5A6"
"Neurotransmitter Release Cycle","SLC5A7"
"Amine compound SLC transporters","SLC5A7"
"Amine compound SLC transporters","SLC6A1"
"Neurotransmitter Release Cycle","SLC6A1"
"Neurotransmitter Release Cycle","SLC6A11"
"Amine compound SLC transporters","SLC6A11"
"Neurotransmitter Release Cycle","SLC6A12"
"Amine compound SLC transporters","SLC6A12"
"Amine compound SLC transporters","SLC6A13"
"Neurotransmitter Release Cycle","SLC6A13"
"Amine compound SLC transporters","SLC6A14"
"Amine compound SLC transporters","SLC6A15"
"Amine compound SLC transporters","SLC6A18"
"Amine compound SLC transporters","SLC6A19"
"Amine compound SLC transporters","SLC6A2"
"Amine compound SLC transporters","SLC6A20"
"Amine compound SLC transporters","SLC6A3"
"Amine compound SLC transporters","SLC6A5"
"Amine compound SLC transporters","SLC6A6"
"Amine compound SLC transporters","SLC6A7"
"Amine compound SLC transporters","SLC6A9"
"Basigin interactions","SLC7A10"
"Basigin interactions","SLC7A11"
"Basigin interactions","SLC7A5"
"Basigin interactions","SLC7A6"
"Basigin interactions","SLC7A7"
"Basigin interactions","SLC7A8"
"Basigin interactions","SLC7A9"
"Platelet homeostasis","SLC8A1"
"Platelet homeostasis","SLC8A2"
"Platelet homeostasis","SLC8A3"
"Hyaluronan metabolism","SLC9A1"
"Bile acid and bile salt metabolism","SLCO1A2"
"Transport of vitamins, nucleosides, and related molecules","SLCO1A2"
"Transport of vitamins, nucleosides, and related molecules","SLCO1B1"
"Bile acid and bile salt metabolism","SLCO1B1"
"Transport of vitamins, nucleosides, and related molecules","SLCO1B3"
"Bile acid and bile salt metabolism","SLCO1B3"
"Transport of vitamins, nucleosides, and related molecules","SLCO1C1"
"Transport of vitamins, nucleosides, and related molecules","SLCO2A1"
"Transport of vitamins, nucleosides, and related molecules","SLCO2B1"
"Transport of vitamins, nucleosides, and related molecules","SLCO3A1"
"Transport of vitamins, nucleosides, and related molecules","SLCO4A1"
"Transport of vitamins, nucleosides, and related molecules","SLCO4C1"
"Netrin-1 signaling","SLIT1"
"Netrin-1 signaling","SLIT2"
"Netrin-1 signaling","SLIT3"
"Signaling by BMP","SMAD1"
"Transcriptional regulation of pluripotent stem cells","SMAD2"
"Signaling by NODAL","SMAD2"
"Signaling by TGF-beta Receptor Complex","SMAD2"
"Signaling by TGF-beta Receptor Complex","SMAD3"
"Signaling by NODAL","SMAD3"
"Signaling by TGF-beta Receptor Complex","SMAD4"
"Signaling by BMP","SMAD4"
"Signaling by NODAL","SMAD4"
"Transcriptional regulation of pluripotent stem cells","SMAD4"
"Signaling by BMP","SMAD5"
"Signaling by BMP","SMAD6"
"Signaling by TGF-beta Receptor Complex","SMAD7"
"Signaling by BMP","SMAD7"
"Signaling by BMP","SMAD9"
"RMTs methylate histone arginines","SMARCA2"
"RMTs methylate histone arginines","SMARCA4"
"RMTs methylate histone arginines","SMARCB1"
"RMTs methylate histone arginines","SMARCC1"
"RMTs methylate histone arginines","SMARCC2"
"RMTs methylate histone arginines","SMARCD1"
"RMTs methylate histone arginines","SMARCD2"
"Circadian Clock","SMARCD3"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SMARCD3"
"Mitochondrial biogenesis","SMARCD3"
"RMTs methylate histone arginines","SMARCD3"
"Transcriptional regulation of white adipocyte differentiation","SMARCD3"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","SMARCD3"
"RMTs methylate histone arginines","SMARCE1"
"SUMO E3 ligases SUMOylate target proteins","SMC1A"
"SUMO E3 ligases SUMOylate target proteins","SMC3"
"SUMO E3 ligases SUMOylate target proteins","SMC5"
"SUMO E3 ligases SUMOylate target proteins","SMC6"
"Class B/2 (Secretin family receptors)","SMO"
"Phase 1 - Functionalization of compounds","SMOX"
"Sphingolipid metabolism","SMPD1"
"p75 NTR receptor-mediated signalling","SMPD2"
"Sphingolipid metabolism","SMPD2"
"Death Receptor Signalling","SMPD2"
"Sphingolipid metabolism","SMPD3"
"Death Receptor Signalling","SMPD3"
"Sphingolipid metabolism","SMPD4"
"Signaling by TGF-beta Receptor Complex","SMURF1"
"Signaling by BMP","SMURF1"
"Signaling by BMP","SMURF2"
"Signaling by TGF-beta Receptor Complex","SMURF2"
"Regulation of TP53 Activity through Methylation","SMYD2"
"trans-Golgi Network Vesicle Budding","SNAP23"
"Translocation of GLUT4 to the plasma membrane","SNAP23"
"Neurotransmitter Release Cycle","SNAP25"
"Uptake and actions of bacterial toxins","SNAP25"
"Regulation of insulin secretion","SNAP25"
"trans-Golgi Network Vesicle Budding","SNAPIN"
"Amyloid fiber formation","SNCA"
"Amyloid fiber formation","SNCAIP"
"Endosomal Sorting Complex Required For Transport (ESCRT)","SNF8"
"Signaling by TGF-beta Receptor Complex","SNW1"
"Signaling by NOTCH1","SNW1"
"Pre-NOTCH Expression and Processing","SNW1"
"trans-Golgi Network Vesicle Budding","SNX2"
"trans-Golgi Network Vesicle Budding","SNX5"
"trans-Golgi Network Vesicle Budding","SNX9"
"Regulation of KIT signaling","SOCS1"
"Interferon gamma signaling","SOCS1"
"Growth hormone receptor signaling","SOCS1"
"Interferon alpha/beta signaling","SOCS1"
"Growth hormone receptor signaling","SOCS2"
"Interferon alpha/beta signaling","SOCS3"
"Interleukin-6 family signaling","SOCS3"
"Interferon gamma signaling","SOCS3"
"Growth hormone receptor signaling","SOCS3"
"Signaling by PTK6","SOCS3"
"Regulation of KIT signaling","SOCS6"
"Detoxification of Reactive Oxygen Species","SOD1"
"Detoxification of Reactive Oxygen Species","SOD2"
"Detoxification of Reactive Oxygen Species","SOD3"
"p75 NTR receptor-mediated signalling","SORCS3"
"trans-Golgi Network Vesicle Budding","SORT1"
"Platelet Aggregation (Plug Formation)","SOS1"
"p75 NTR receptor-mediated signalling","SOS1"
"Signaling by FGFR in disease","SOS1"
"Tie2 Signaling","SOS1"
"Signaling by ERBB2","SOS1"
"Regulation of KIT signaling","SOS1"
"p75 NTR receptor-mediated signalling","SOS2"
"Deactivation of the beta-catenin transactivating complex","SOX13"
"Deactivation of the beta-catenin transactivating complex","SOX17"
"Transcriptional regulation of pluripotent stem cells","SOX2"
"Deactivation of the beta-catenin transactivating complex","SOX2"
"Deactivation of the beta-catenin transactivating complex","SOX3"
"Deactivation of the beta-catenin transactivating complex","SOX4"
"Deactivation of the beta-catenin transactivating complex","SOX6"
"Deactivation of the beta-catenin transactivating complex","SOX7"
"Deactivation of the beta-catenin transactivating complex","SOX9"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SP1"
"Signaling by TGF-beta Receptor Complex","SP1"
"SUMO E3 ligases SUMOylate target proteins","SP100"
"Interferon gamma signaling","SP100"
"SUMO E3 ligases SUMOylate target proteins","SP3"
"Myogenesis","SPAG9"
"ECM proteoglycans","SPARC"
"Binding and Uptake of Ligands by Scavenger Receptors","SPARC"
"Peptide hormone metabolism","SPCS1"
"Peptide hormone metabolism","SPCS2"
"Peptide hormone metabolism","SPCS3"
"Sphingolipid metabolism","SPHK1"
"Sphingolipid metabolism","SPHK2"
"Basigin interactions","SPN"
"Diseases of glycosylation","SPON1"
"Diseases of glycosylation","SPON2"
"Integrin cell surface interactions","SPP1"
"eNOS activation and regulation","SPR"
"Signaling by PTK6","SPRED1"
"Signaling by PTK6","SPRED2"
"Signaling by PTK6","SPRED3"
"EGFR downregulation","SPRY1"
"EGFR downregulation","SPRY2"
"L1CAM interactions","SPTA1"
"Apoptotic execution  phase","SPTAN1"
"L1CAM interactions","SPTAN1"
"L1CAM interactions","SPTB"
"L1CAM interactions","SPTBN1"
"L1CAM interactions","SPTBN2"
"L1CAM interactions","SPTBN4"
"L1CAM interactions","SPTBN5"
"Sphingolipid metabolism","SPTLC1"
"Sphingolipid metabolism","SPTLC2"
"Sphingolipid metabolism","SPTLC3"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SQLE"
"p75 NTR receptor-mediated signalling","SQSTM1"
"Pink/Parkin Mediated Mitophagy","SQSTM1"
"Platelet Aggregation (Plug Formation)","SRC"
"Negative regulation of the PI3K/AKT network","SRC"
"Regulation of KIT signaling","SRC"
"L1CAM interactions","SRC"
"EPH-Ephrin signaling","SRC"
"Signaling by ERBB2","SRC"
"CLEC7A (Dectin-1) signaling","SRC"
"Costimulation by the CD28 family","SRC"
"MAP2K and MAPK activation","SRC"
"Netrin-1 signaling","SRC"
"Steroid hormones","SRD5A1"
"Steroid hormones","SRD5A2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","SRD5A3"
"Steroid hormones","SRD5A3"
"Circadian Clock","SREBF1"
"Transcriptional regulation of white adipocyte differentiation","SREBF1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SREBF1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SREBF2"
"Transcriptional regulation of white adipocyte differentiation","SREBF2"
"Platelet homeostasis","SRI"
"Signaling by PTK6","SRMS"
"Unfolded Protein Response (UPR)","SRPRA"
"Unfolded Protein Response (UPR)","SRPRB"
"Deactivation of the beta-catenin transactivating complex","SRY"
"Mitochondrial biogenesis","SSBP1"
"Diseases of glycosylation","SSPO"
"Unfolded Protein Response (UPR)","SSR1"
"Regulation of TP53 Activity through Phosphorylation","SSRP1"
"Cellular response to heat stress","ST13"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL1"
"Keratan sulfate/keratin metabolism","ST3GAL1"
"Keratan sulfate/keratin metabolism","ST3GAL2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL2"
"Keratan sulfate/keratin metabolism","ST3GAL3"
"Pre-NOTCH Expression and Processing","ST3GAL3"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL3"
"Keratan sulfate/keratin metabolism","ST3GAL4"
"Pre-NOTCH Expression and Processing","ST3GAL4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL5"
"Pre-NOTCH Expression and Processing","ST3GAL6"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST3GAL6"
"Keratan sulfate/keratin metabolism","ST3GAL6"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GAL1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GAL2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC3"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC5"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST6GALNAC6"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA1"
"NCAM1 interactions","ST8SIA2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA3"
"NCAM1 interactions","ST8SIA4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA4"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA5"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","ST8SIA6"
"Binding and Uptake of Ligands by Scavenger Receptors","STAB1"
"Binding and Uptake of Ligands by Scavenger Receptors","STAB2"
"Hyaluronan metabolism","STAB2"
"SUMO E3 ligases SUMOylate target proteins","STAG1"
"SUMO E3 ligases SUMOylate target proteins","STAG2"
"EGFR downregulation","STAM"
"Endosomal Sorting Complex Required For Transport (ESCRT)","STAM"
"EGFR downregulation","STAM2"
"Endosomal Sorting Complex Required For Transport (ESCRT)","STAM2"
"Signaling by PTK6","STAP2"
"Steroid hormones","STAR"
"Steroid hormones","STARD4"
"Steroid hormones","STARD5"
"Steroid hormones","STARD6"
"Interferon gamma signaling","STAT1"
"Growth hormone receptor signaling","STAT1"
"Interleukin-6 family signaling","STAT1"
"Interferon alpha/beta signaling","STAT1"
"Signaling by FGFR in disease","STAT1"
"ISG15 antiviral mechanism","STAT1"
"Interferon alpha/beta signaling","STAT2"
"Growth hormone receptor signaling","STAT3"
"Transcriptional regulation of pluripotent stem cells","STAT3"
"Signaling by FGFR in disease","STAT3"
"Signaling by PTK6","STAT3"
"Interleukin-6 family signaling","STAT3"
"Signaling by FGFR in disease","STAT5A"
"Growth hormone receptor signaling","STAT5A"
"Nuclear signaling by ERBB4","STAT5A"
"Nuclear signaling by ERBB4","STAT5B"
"Signaling by FGFR in disease","STAT5B"
"Growth hormone receptor signaling","STAT5B"
"Cytosolic sensors of pathogen-associated DNA","STAT6"
"Iron uptake and transport","STEAP2"
"TP53 Regulates Transcription of Cell Death Genes","STEAP3"
"Iron uptake and transport","STEAP3"
"Platelet homeostasis","STIM1"
"Regulation of TP53 Activity through Phosphorylation","STK11"
"Apoptotic execution  phase","STK24"
"Signaling by Hippo","STK3"
"Signaling by Hippo","STK4"
"Visual phototransduction","STRA6"
"Signaling by TGF-beta Receptor Complex","STRAP"
"Sphingolipid metabolism","STS"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","STS"
"Signaling by TGF-beta Receptor Complex","STUB1"
"Signaling by ERBB2","STUB1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","STX17"
"Peptide hormone metabolism","STX1A"
"Uptake and actions of bacterial toxins","STX1A"
"Neurotransmitter Release Cycle","STX1A"
"Regulation of insulin secretion","STX1A"
"Uptake and actions of bacterial toxins","STX1B"
"Translocation of GLUT4 to the plasma membrane","STX4"
"trans-Golgi Network Vesicle Budding","STX4"
"COPII (Coat Protein 2) Mediated Vesicle Transport","STX5"
"Neurotransmitter Release Cycle","STXBP1"
"Regulation of insulin secretion","STXBP1"
"Translocation of GLUT4 to the plasma membrane","STXBP3"
"Pyruvate metabolism and Citric Acid (TCA) cycle","SUCLA2"
"Pyruvate metabolism and Citric Acid (TCA) cycle","SUCLG1"
"Pyruvate metabolism and Citric Acid (TCA) cycle","SUCLG2"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","SUGT1"
"Phase II conjugation","SULT1A1"
"Phase II conjugation","SULT1A2"
"Phase II conjugation","SULT1A3"
"Unfolded Protein Response (UPR)","SULT1A3"
"Phase II conjugation","SULT1B1"
"Phase II conjugation","SULT1C2"
"Phase II conjugation","SULT1C4"
"Phase II conjugation","SULT1E1"
"Phase II conjugation","SULT2A1"
"Phase II conjugation","SULT2B1"
"Phase II conjugation","SULT4A1"
"Sphingolipid metabolism","SUMF1"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","SUMF1"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","SUMF2"
"Sphingolipid metabolism","SUMF2"
"SUMO E3 ligases SUMOylate target proteins","SUMO1"
"Interferon gamma signaling","SUMO1"
"SUMO E3 ligases SUMOylate target proteins","SUMO2"
"SUMO E3 ligases SUMOylate target proteins","SUMO3"
"Regulation of TP53 Activity through Phosphorylation","SUPT16H"
"TP53 Regulates Metabolic Genes","SURF1"
"Oxidative Stress Induced Senescence","SUZ12"
"Uptake and actions of bacterial toxins","SV2A"
"Uptake and actions of bacterial toxins","SV2B"
"Uptake and actions of bacterial toxins","SV2C"
"CLEC7A (Dectin-1) signaling","SYK"
"Platelet Aggregation (Plug Formation)","SYK"
"GPVI-mediated activation cascade","SYK"
"Regulation of actin dynamics for phagocytic cup formation","SYK"
"Neurotransmitter Release Cycle","SYN1"
"Neurotransmitter Release Cycle","SYN2"
"Neurotransmitter Release Cycle","SYN3"
"Signaling by PTK6","SYNGAP1"
"PI Metabolism","SYNJ1"
"PI Metabolism","SYNJ2"
"Neurotransmitter Release Cycle","SYT1"
"Uptake and actions of bacterial toxins","SYT1"
"Uptake and actions of bacterial toxins","SYT2"
"Regulation of insulin secretion","SYT5"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","SYVN1"
"Unfolded Protein Response (UPR)","SYVN1"
"Amine ligand-binding receptors","TAAR1"
"Amine ligand-binding receptors","TAAR2"
"Amine ligand-binding receptors","TAAR3P"
"Amine ligand-binding receptors","TAAR5"
"Amine ligand-binding receptors","TAAR6"
"Amine ligand-binding receptors","TAAR8"
"Amine ligand-binding receptors","TAAR9"
"MyD88-independent TLR3/TLR4 cascade","TAB1"
"CLEC7A (Dectin-1) signaling","TAB1"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","TAB1"
"Death Receptor Signalling","TAB1"
"Nuclear signaling by ERBB4","TAB2"
"CLEC7A (Dectin-1) signaling","TAB2"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","TAB2"
"Death Receptor Signalling","TAB2"
"MyD88-independent TLR3/TLR4 cascade","TAB2"
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","TAB3"
"MyD88-independent TLR3/TLR4 cascade","TAB3"
"CLEC7A (Dectin-1) signaling","TAB3"
"Death Receptor Signalling","TAB3"
"TP53 Regulates Metabolic Genes","TACO1"
"Regulation of TP53 Activity through Phosphorylation","TAF1"
"Regulation of TP53 Activity through Phosphorylation","TAF10"
"Regulation of TP53 Activity through Phosphorylation","TAF11"
"Regulation of TP53 Activity through Phosphorylation","TAF12"
"Regulation of TP53 Activity through Phosphorylation","TAF13"
"Regulation of TP53 Activity through Phosphorylation","TAF1L"
"Regulation of TP53 Activity through Phosphorylation","TAF2"
"Regulation of TP53 Activity through Phosphorylation","TAF3"
"Regulation of TP53 Activity through Phosphorylation","TAF4"
"Regulation of TP53 Activity through Phosphorylation","TAF4B"
"Regulation of TP53 Activity through Phosphorylation","TAF5"
"Regulation of TP53 Activity through Phosphorylation","TAF6"
"Regulation of TP53 Activity through Phosphorylation","TAF9"
"Regulation of TP53 Activity through Phosphorylation","TAF9B"
"MyD88-independent TLR3/TLR4 cascade","TANK"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","TANK"
"tRNA Aminoacylation","TARS1"
"tRNA Aminoacylation","TARS2"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS1R1"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS1R2"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS1R3"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R1"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R10"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R13"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R14"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R16"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R19"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R20"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R3"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R30"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R31"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R38"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R39"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R4"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R40"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R41"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R42"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R43"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R45"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R46"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R5"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R50"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R60"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R7"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R8"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TAS2R9"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","TAT"
"Unfolded Protein Response (UPR)","TATDN2"
"Death Receptor Signalling","TAX1BP1"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","TAX1BP1"
"Translocation of GLUT4 to the plasma membrane","TBC1D1"
"COPII (Coat Protein 2) Mediated Vesicle Transport","TBC1D20"
"Translocation of GLUT4 to the plasma membrane","TBC1D4"
"trans-Golgi Network Vesicle Budding","TBC1D8B"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","TBK1"
"Cytosolic sensors of pathogen-associated DNA","TBK1"
"MyD88-independent TLR3/TLR4 cascade","TBK1"
"Transcriptional regulation of white adipocyte differentiation","TBL1X"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TBL1X"
"Mitochondrial biogenesis","TBL1X"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TBL1X"
"Signaling by NOTCH1","TBL1X"
"Circadian Clock","TBL1X"
"Signaling by NOTCH1","TBL1XR1"
"Mitochondrial biogenesis","TBL1XR1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TBL1XR1"
"Transcriptional regulation of white adipocyte differentiation","TBL1XR1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TBL1XR1"
"Circadian Clock","TBL1XR1"
"Regulation of TP53 Activity through Phosphorylation","TBP"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TBX5"
"Eicosanoid ligand-binding receptors","TBXA2R"
"Phase 1 - Functionalization of compounds","TBXAS1"
"Arachidonic acid metabolism","TBXAS1"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","ELOC"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","ELOB"
"Myogenesis","TCF12"
"Myogenesis","TCF3"
"Myogenesis","TCF4"
"Deactivation of the beta-catenin transactivating complex","TCF7"
"Deactivation of the beta-catenin transactivating complex","TCF7L1"
"Deactivation of the beta-catenin transactivating complex","TCF7L2"
"Peptide hormone metabolism","TCF7L2"
"Iron uptake and transport","TCIRG1"
"Metabolism of water-soluble vitamins and cofactors","TCN1"
"Diseases of metabolism","TCN2"
"Metabolism of water-soluble vitamins and cofactors","TCN2"
"SUMO E3 ligases SUMOylate target proteins","TDG"
"Transcriptional regulation of pluripotent stem cells","TDGF1"
"Signaling by NODAL","TDGF1"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","TDO2"
"PIWI-interacting RNA (piRNA) biogenesis","TDRD1"
"PIWI-interacting RNA (piRNA) biogenesis","TDRD12"
"PIWI-interacting RNA (piRNA) biogenesis","TDRD6"
"PIWI-interacting RNA (piRNA) biogenesis","TDRD9"
"PIWI-interacting RNA (piRNA) biogenesis","TDRKH"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TEAD1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TEAD2"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TEAD3"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TEAD4"
"Tie2 Signaling","TEK"
"Iron uptake and transport","TF"
"Mitochondrial biogenesis","TFAM"
"Mitochondrial biogenesis","TFB1M"
"Mitochondrial biogenesis","TFB2M"
"Pre-NOTCH Expression and Processing","TFDP1"
"G1 Phase","TFDP1"
"TP53 Regulates Transcription of Cell Cycle Genes","TFDP1"
"Signaling by TGF-beta Receptor Complex","TFDP1"
"Intrinsic Pathway for Apoptosis","TFDP1"
"Oxidative Stress Induced Senescence","TFDP1"
"G1 Phase","TFDP2"
"TP53 Regulates Transcription of Cell Cycle Genes","TFDP2"
"Signaling by TGF-beta Receptor Complex","TFDP2"
"Pre-NOTCH Expression and Processing","TFDP2"
"COPII (Coat Protein 2) Mediated Vesicle Transport","TFG"
"Formation of Fibrin Clot (Clotting Cascade)","TFPI"
"trans-Golgi Network Vesicle Budding","TFRC"
"Iron uptake and transport","TFRC"
"COPII (Coat Protein 2) Mediated Vesicle Transport","TGFA"
"Signaling by TGF-beta Receptor Complex","TGFB1"
"Transcriptional regulation of white adipocyte differentiation","TGFB1"
"Elastic fibre formation","TGFB1"
"ECM proteoglycans","TGFB1"
"Non-integrin membrane-ECM interactions","TGFB1"
"Elastic fibre formation","TGFB2"
"ECM proteoglycans","TGFB2"
"ECM proteoglycans","TGFB3"
"Elastic fibre formation","TGFB3"
"Amyloid fiber formation","TGFBI"
"Signaling by TGF-beta Receptor Complex","TGFBR1"
"Signaling by TGF-beta Receptor Complex","TGFBR2"
"Signaling by TGF-beta Receptor Complex","TGIF1"
"Signaling by TGF-beta Receptor Complex","TGIF2"
"trans-Golgi Network Vesicle Budding","TGOLN2"
"Transcriptional regulation of white adipocyte differentiation","TGS1"
"Mitochondrial biogenesis","TGS1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TGS1"
"Circadian Clock","TGS1"
"YAP1- and WWTR1 (TAZ)-stimulated gene expression","TGS1"
"Amine-derived hormones","TH"
"Formation of Fibrin Clot (Clotting Cascade)","THBD"
"Non-integrin membrane-ECM interactions","THBS1"
"Integrin cell surface interactions","THBS1"
"Diseases of glycosylation","THBS1"
"Diseases of glycosylation","THBS2"
"Negative regulation of the PI3K/AKT network","THEM4"
"Costimulation by the CD28 family","THEM4"
"Platelet Aggregation (Plug Formation)","THPO"
"Nuclear Receptor transcription pathway","THRA"
"Nuclear Receptor transcription pathway","THRB"
"Diseases of glycosylation","THSD1"
"Diseases of glycosylation","THSD4"
"Diseases of glycosylation","THSD7A"
"Diseases of glycosylation","THSD7B"
"Metabolism of water-soluble vitamins and cofactors","THTPA"
"p75 NTR receptor-mediated signalling","TIAM1"
"EPH-Ephrin signaling","TIAM1"
"p75 NTR receptor-mediated signalling","TIAM2"
"MyD88-independent TLR3/TLR4 cascade","TICAM1"
"Cytosolic sensors of pathogen-associated DNA","TICAM1"
"Caspase activation via extrinsic apoptotic signalig pathway","TICAM1"
