"Source","Target","pval","comm","logpval"
"Potassium Channels","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Potassium Channels","Surfactant metabolism",1,0,0
"Potassium Channels","Synthesis of PA",1,0,0
"Potassium Channels","Synthesis of PC",1,0,0
"Potassium Channels","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Potassium Channels","Tie2 Signaling",1,0,0
"Potassium Channels","TP53 Regulates Metabolic Genes",1,0,0
"Potassium Channels","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Potassium Channels","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Potassium Channels","Trafficking of AMPA receptors",1,0,0
"Potassium Channels","Transcriptional regulation of pluripotent stem cells",1,0,0
"Potassium Channels","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Potassium Channels","trans-Golgi Network Vesicle Budding",1,0,0
"Potassium Channels","Translocation of GLUT4 to the plasma membrane",1,0,0
"Potassium Channels","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Potassium Channels","tRNA Aminoacylation",1,0,0
"Potassium Channels","Unfolded Protein Response (UPR)",1,0,0
"Potassium Channels","Uptake and actions of bacterial toxins",1,0,0
"Potassium Channels","Visual phototransduction",0.602142506863252,2,0.507261139323428
"Potassium Channels","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Pre-NOTCH Expression and Processing","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"Pre-NOTCH Expression and Processing","Rap1 signalling",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of beta-cell development",0.0551802956393354,2,2.89714935248108
"Pre-NOTCH Expression and Processing","Regulation of cholesterol biosynthesis by SREBP (SREBF)",0.485066912525556,1,0.723468433590588
"Pre-NOTCH Expression and Processing","Regulation of FZD by ubiquitination",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",0.0378282637419807,2,3.27469873771665
"Pre-NOTCH Expression and Processing","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of insulin secretion",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of KIT signaling",1,0,0
"Pre-NOTCH Expression and Processing","Regulation of TP53 Activity through Acetylation",0.0301236768896258,2,3.50244380881218
"Pre-NOTCH Expression and Processing","Regulation of TP53 Activity through Methylation",0.02098760439275,2,3.86382328254678
"Pre-NOTCH Expression and Processing","Regulation of TP53 Activity through Phosphorylation",0.659696129564245,1,0.415975959733923
"Pre-NOTCH Expression and Processing","Regulation of TP53 Expression and Degradation",0.351801944105891,1,1.04468692052598
"Pre-NOTCH Expression and Processing","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0.242650721235635,2,1.41613223080632
"Pre-NOTCH Expression and Processing","RMTs methylate histone arginines",0.41868702594606,1,0.870631592952392
"Pre-NOTCH Expression and Processing","SALM protein interactions at the synapse",1,0,0
"Pre-NOTCH Expression and Processing","Semaphorin interactions",1,0,0
"Pre-NOTCH Expression and Processing","Signaling by BMP",1,0,0
"Pre-NOTCH Expression and Processing","Signaling by ERBB2",1,0,0
"Pre-NOTCH Expression and Processing","Signaling by FGFR in disease",1,0,0
"Pre-NOTCH Expression and Processing","Signaling by Hippo",1,0,0
"Pre-NOTCH Expression and Processing","Signaling by NODAL",0.204203506318212,1,1.58863820239893
"Pre-NOTCH Expression and Processing","Signaling by NOTCH1",4.40103979363018e-10,11,21.5440101002005
"Pre-NOTCH Expression and Processing","Signaling by PTK6",0.55494722382731,1,0.588882261960298
"Pre-NOTCH Expression and Processing","Signaling by TGF-beta Receptor Complex",0.0107539180892866,4,4.53248511739076
"Pre-NOTCH Expression and Processing","Sphingolipid metabolism",1,0,0
"Pre-NOTCH Expression and Processing","Steroid hormones",1,0,0
"Pre-NOTCH Expression and Processing","SUMO E3 ligases SUMOylate target proteins",0.687630124719387,1,0.374504195032048
"Pre-NOTCH Expression and Processing","Surfactant metabolism",1,0,0
"Pre-NOTCH Expression and Processing","Synthesis of PA",1,0,0
"Pre-NOTCH Expression and Processing","Synthesis of PC",1,0,0
"Pre-NOTCH Expression and Processing","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Pre-NOTCH Expression and Processing","Tie2 Signaling",1,0,0
"Pre-NOTCH Expression and Processing","TP53 Regulates Metabolic Genes",4.69579962693578e-07,9,14.5714272382237
"Pre-NOTCH Expression and Processing","TP53 Regulates Transcription of Cell Cycle Genes",0.000233854972855615,5,8.36080940886725
"Pre-NOTCH Expression and Processing","TP53 Regulates Transcription of Cell Death Genes",0.092528459985547,2,2.38023900626674
"Pre-NOTCH Expression and Processing","Trafficking of AMPA receptors",1,0,0
"Pre-NOTCH Expression and Processing","Transcriptional regulation of pluripotent stem cells",1,0,0
"Pre-NOTCH Expression and Processing","Transcriptional regulation of white adipocyte differentiation",0.242650721235635,2,1.41613223080632
"Pre-NOTCH Expression and Processing","trans-Golgi Network Vesicle Budding",1,0,0
"Pre-NOTCH Expression and Processing","Translocation of GLUT4 to the plasma membrane",1,0,0
"Pre-NOTCH Expression and Processing","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Pre-NOTCH Expression and Processing","tRNA Aminoacylation",1,0,0
"Pre-NOTCH Expression and Processing","Unfolded Protein Response (UPR)",1,0,0
"Pre-NOTCH Expression and Processing","Uptake and actions of bacterial toxins",0.27737125302868,1,1.28239840650497
"Pre-NOTCH Expression and Processing","Visual phototransduction",1,0,0
"Pre-NOTCH Expression and Processing","YAP1- and WWTR1 (TAZ)-stimulated gene expression",0.0461987949045276,2,3.07480156555223
"Pyruvate metabolism and Citric Acid (TCA) cycle","Rap1 signalling",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of beta-cell development",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of cholesterol biosynthesis by SREBP (SREBF)",0.42786867547884,1,0.848938963476579
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of FZD by ubiquitination",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of insulin secretion",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of KIT signaling",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of TP53 Activity through Acetylation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of TP53 Activity through Methylation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Regulation of TP53 Expression and Degradation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","RMTs methylate histone arginines",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","SALM protein interactions at the synapse",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Semaphorin interactions",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by BMP",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by ERBB2",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by FGFR in disease",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by Hippo",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by NODAL",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by NOTCH1",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by PTK6",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Signaling by TGF-beta Receptor Complex",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Sphingolipid metabolism",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Steroid hormones",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Surfactant metabolism",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Synthesis of PA",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Synthesis of PC",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Tie2 Signaling",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","TP53 Regulates Metabolic Genes",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Trafficking of AMPA receptors",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Transcriptional regulation of pluripotent stem cells",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Transcriptional regulation of white adipocyte differentiation",0.552508166135926,1,0.59328706536294
"Pyruvate metabolism and Citric Acid (TCA) cycle","trans-Golgi Network Vesicle Budding",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Translocation of GLUT4 to the plasma membrane",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","tRNA Aminoacylation",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Unfolded Protein Response (UPR)",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Uptake and actions of bacterial toxins",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","Visual phototransduction",1,0,0
"Pyruvate metabolism and Citric Acid (TCA) cycle","YAP1- and WWTR1 (TAZ)-stimulated gene expression",0.254434557863398,1,1.36871161608367
"Rap1 signalling","Regulation of actin dynamics for phagocytic cup formation",1,0,0
"Rap1 signalling","Regulation of beta-cell development",1,0,0
"Rap1 signalling","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Rap1 signalling","Regulation of FZD by ubiquitination",1,0,0
"Rap1 signalling","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Rap1 signalling","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Rap1 signalling","Regulation of insulin secretion",1.27634674637798e-07,6,15.8740937581413
"Rap1 signalling","Regulation of KIT signaling",1,0,0
"Rap1 signalling","Regulation of TP53 Activity through Acetylation",1,0,0
"Rap1 signalling","Regulation of TP53 Activity through Methylation",1,0,0
"Rap1 signalling","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Rap1 signalling","Regulation of TP53 Expression and Degradation",1,0,0
"Rap1 signalling","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Rap1 signalling","RMTs methylate histone arginines",1,0,0
"Rap1 signalling","SALM protein interactions at the synapse",1,0,0
"Rap1 signalling","Semaphorin interactions",1,0,0
"Rap1 signalling","Signaling by BMP",1,0,0
"Rap1 signalling","Signaling by ERBB2",1,0,0
"Rap1 signalling","Signaling by FGFR in disease",1,0,0
"Rap1 signalling","Signaling by Hippo",0.064997311490674,1,2.73340937162386
"Rap1 signalling","Signaling by NODAL",1,0,0
"Rap1 signalling","Signaling by NOTCH1",1,0,0
"Rap1 signalling","Signaling by PTK6",1,0,0
"Rap1 signalling","Signaling by TGF-beta Receptor Complex",1,0,0
"Rap1 signalling","Sphingolipid metabolism",1,0,0
"Rap1 signalling","Steroid hormones",1,0,0
"Rap1 signalling","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Rap1 signalling","Surfactant metabolism",1,0,0
"Rap1 signalling","Synthesis of PA",1,0,0
"Rap1 signalling","Synthesis of PC",1,0,0
"Rap1 signalling","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Rap1 signalling","Tie2 Signaling",1,0,0
"Rap1 signalling","TP53 Regulates Metabolic Genes",0.0312301059204862,2,3.4663727160667
"Rap1 signalling","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Rap1 signalling","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Rap1 signalling","Trafficking of AMPA receptors",1,0,0
"Rap1 signalling","Transcriptional regulation of pluripotent stem cells",1,0,0
"Rap1 signalling","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Rap1 signalling","trans-Golgi Network Vesicle Budding",1,0,0
"Rap1 signalling","Translocation of GLUT4 to the plasma membrane",0.0166137645123663,2,4.09752373971372
"Rap1 signalling","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Rap1 signalling","tRNA Aminoacylation",1,0,0
"Rap1 signalling","Unfolded Protein Response (UPR)",1,0,0
"Rap1 signalling","Uptake and actions of bacterial toxins",1,0,0
"Rap1 signalling","Visual phototransduction",1,0,0
"Rap1 signalling","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of beta-cell development",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of FZD by ubiquitination",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of insulin secretion",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of KIT signaling",0.280080993822203,1,1.27267645399083
"Regulation of actin dynamics for phagocytic cup formation","Regulation of TP53 Activity through Acetylation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of TP53 Activity through Methylation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Regulation of TP53 Expression and Degradation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","RMTs methylate histone arginines",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","SALM protein interactions at the synapse",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Semaphorin interactions",5.24474872090565e-05,8,9.85569813258121
"Regulation of actin dynamics for phagocytic cup formation","Signaling by BMP",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Signaling by ERBB2",0.231882111708953,2,1.46152617564784
"Regulation of actin dynamics for phagocytic cup formation","Signaling by FGFR in disease",0.727581759211139,1,0.318028902455695
"Regulation of actin dynamics for phagocytic cup formation","Signaling by Hippo",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Signaling by NODAL",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Signaling by NOTCH1",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Signaling by PTK6",0.0111156465535782,5,4.49940156379503
"Regulation of actin dynamics for phagocytic cup formation","Signaling by TGF-beta Receptor Complex",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Sphingolipid metabolism",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Steroid hormones",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Surfactant metabolism",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Synthesis of PA",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Synthesis of PC",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","The role of Nef in HIV-1 replication and disease pathogenesis",0.0183905284833012,3,3.99591950324205
"Regulation of actin dynamics for phagocytic cup formation","Tie2 Signaling",0.309108182430074,1,1.17406395840513
"Regulation of actin dynamics for phagocytic cup formation","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Trafficking of AMPA receptors",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Transcriptional regulation of pluripotent stem cells",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Translocation of GLUT4 to the plasma membrane",0.0327301279442294,4,3.41945928139544
"Regulation of actin dynamics for phagocytic cup formation","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","tRNA Aminoacylation",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Unfolded Protein Response (UPR)",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","Uptake and actions of bacterial toxins",0.10318071539172,2,2.27127330975567
"Regulation of actin dynamics for phagocytic cup formation","Visual phototransduction",1,0,0
"Regulation of actin dynamics for phagocytic cup formation","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Regulation of beta-cell development","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"Regulation of beta-cell development","Regulation of FZD by ubiquitination",1,0,0
"Regulation of beta-cell development","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1,0,0
"Regulation of beta-cell development","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Regulation of beta-cell development","Regulation of insulin secretion",0.0994542988123939,2,2.30805704875016
"Regulation of beta-cell development","Regulation of KIT signaling",1,0,0
"Regulation of beta-cell development","Regulation of TP53 Activity through Acetylation",0.000441082827537738,3,7.72627788260704
"Regulation of beta-cell development","Regulation of TP53 Activity through Methylation",1,0,0
"Regulation of beta-cell development","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Regulation of beta-cell development","Regulation of TP53 Expression and Degradation",0.0016762034520689,3,6.39122389284037
"Regulation of beta-cell development","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",1,0,0
"Regulation of beta-cell development","RMTs methylate histone arginines",1,0,0
"Regulation of beta-cell development","SALM protein interactions at the synapse",1,0,0
"Regulation of beta-cell development","Semaphorin interactions",1,0,0
"Regulation of beta-cell development","Signaling by BMP",1,0,0
"Regulation of beta-cell development","Signaling by ERBB2",0.00319791894432598,3,5.7452550106308
"Regulation of beta-cell development","Signaling by FGFR in disease",0.346912014437338,1,1.05868409188654
"Regulation of beta-cell development","Signaling by Hippo",1,0,0
"Regulation of beta-cell development","Signaling by NODAL",1,0,0
"Regulation of beta-cell development","Signaling by NOTCH1",0.0118945752253366,3,4.43167284621906
"Regulation of beta-cell development","Signaling by PTK6",0.364463822368636,1,1.00932798522025
"Regulation of beta-cell development","Signaling by TGF-beta Receptor Complex",1,0,0
"Regulation of beta-cell development","Sphingolipid metabolism",1,0,0
"Regulation of beta-cell development","Steroid hormones",1,0,0
"Regulation of beta-cell development","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of beta-cell development","Surfactant metabolism",1,0,0
"Regulation of beta-cell development","Synthesis of PA",1,0,0
"Regulation of beta-cell development","Synthesis of PC",1,0,0
"Regulation of beta-cell development","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of beta-cell development","Tie2 Signaling",1,0,0
"Regulation of beta-cell development","TP53 Regulates Metabolic Genes",0.0180020672345464,3,4.01726868131662
"Regulation of beta-cell development","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Regulation of beta-cell development","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Regulation of beta-cell development","Trafficking of AMPA receptors",1,0,0
"Regulation of beta-cell development","Transcriptional regulation of pluripotent stem cells",1,0,0
"Regulation of beta-cell development","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Regulation of beta-cell development","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of beta-cell development","Translocation of GLUT4 to the plasma membrane",0.0604474343216537,2,2.80598114580546
"Regulation of beta-cell development","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of beta-cell development","tRNA Aminoacylation",1,0,0
"Regulation of beta-cell development","Unfolded Protein Response (UPR)",1,0,0
"Regulation of beta-cell development","Uptake and actions of bacterial toxins",1,0,0
"Regulation of beta-cell development","Visual phototransduction",1,0,0
"Regulation of beta-cell development","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of FZD by ubiquitination",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",0.26048119462027,1,1.34522460995201
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of insulin secretion",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of KIT signaling",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of TP53 Activity through Acetylation",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of TP53 Activity through Methylation",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of TP53 Activity through Phosphorylation",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Regulation of TP53 Expression and Degradation",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0.602296279994965,1,0.507005795283987
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","RMTs methylate histone arginines",0.0940830766352646,2,2.36357709303591
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SALM protein interactions at the synapse",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Semaphorin interactions",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by BMP",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by ERBB2",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by FGFR in disease",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by Hippo",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by NODAL",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by NOTCH1",0.0492716818629966,3,3.01040576736859
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by PTK6",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Signaling by TGF-beta Receptor Complex",0.573214618054903,1,0.556495080815092
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Sphingolipid metabolism",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Steroid hormones",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Surfactant metabolism",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Synthesis of PA",0.27749884017853,1,1.28193852534121
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Synthesis of PC",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Tie2 Signaling",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TP53 Regulates Metabolic Genes",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TP53 Regulates Transcription of Cell Cycle Genes",0.42786867547884,1,0.848938963476579
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","TP53 Regulates Transcription of Cell Death Genes",0.393442788411417,1,0.93281961327977
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Trafficking of AMPA receptors",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Transcriptional regulation of pluripotent stem cells",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Transcriptional regulation of white adipocyte differentiation",1.13919931057057e-16,16,36.7110358314167
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","trans-Golgi Network Vesicle Budding",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Translocation of GLUT4 to the plasma membrane",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","tRNA Aminoacylation",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Unfolded Protein Response (UPR)",0.00288051031342594,5,5.84978780836917
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Uptake and actions of bacterial toxins",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","Visual phototransduction",1,0,0
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","YAP1- and WWTR1 (TAZ)-stimulated gene expression",8.2007839119775e-21,14,46.2500572041524
"Regulation of FZD by ubiquitination","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",3.87120897782099e-06,4,12.4619437023387
"Regulation of FZD by ubiquitination","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"Regulation of FZD by ubiquitination","Regulation of insulin secretion",1,0,0
"Regulation of FZD by ubiquitination","Regulation of KIT signaling",1,0,0
"Regulation of FZD by ubiquitination","Regulation of TP53 Activity through Acetylation",1,0,0
"Regulation of FZD by ubiquitination","Regulation of TP53 Activity through Methylation",1.02392619341198e-06,4,13.7918661106907
"Regulation of FZD by ubiquitination","Regulation of TP53 Activity through Phosphorylation",0.000527996502593208,4,7.54642089815645
"Regulation of FZD by ubiquitination","Regulation of TP53 Expression and Degradation",1.48235692813406e-05,4,11.1192921248984
"Regulation of FZD by ubiquitination","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",0.000334351797252249,4,8.00331683411684
"Regulation of FZD by ubiquitination","RMTs methylate histone arginines",1,0,0
"Regulation of FZD by ubiquitination","SALM protein interactions at the synapse",1,0,0
"Regulation of FZD by ubiquitination","Semaphorin interactions",1,0,0
"Regulation of FZD by ubiquitination","Signaling by BMP",1,0,0
"Regulation of FZD by ubiquitination","Signaling by ERBB2",1.07214724900424e-06,5,13.7458471456028
"Regulation of FZD by ubiquitination","Signaling by FGFR in disease",1,0,0
"Regulation of FZD by ubiquitination","Signaling by Hippo",1,0,0
"Regulation of FZD by ubiquitination","Signaling by NODAL",1,0,0
"Regulation of FZD by ubiquitination","Signaling by NOTCH1",0.000233570568881764,4,8.36202630432354
"Regulation of FZD by ubiquitination","Signaling by PTK6",0.000176525124826678,4,8.64204734142897
